Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,24.0,1.0,0.0
Albania,70.0,0.0,2.0
Algeria,90.0,32.0,11.0
Andorra,75.0,1.0,0.0
Angola,1.0,0.0,0.0
Antigua and Barbuda,1.0,0.0,0.0
Argentina,128.0,3.0,3.0
Armenia,136.0,1.0,0.0
Australia,791.0,26.0,7.0
Austria,2388.0,9.0,6.0
Azerbaijan,44.0,6.0,1.0
Bahamas,3.0,0.0,0.0
Bahrain,285.0,100.0,1.0
Bangladesh,20.0,3.0,1.0
Barbados,5.0,0.0,0.0
Belarus,69.0,5.0,0.0
Belgium,2257.0,1.0,37.0
Benin,2.0,0.0,0.0
Bhutan,2.0,0.0,0.0
Bolivia,15.0,0.0,0.0
Bosnia and Herzegovina,89.0,2.0,0.0
Brazil,793.0,2.0,11.0
Brunei,78.0,1.0,0.0
Bulgaria,127.0,0.0,3.0
Burkina Faso,40.0,0.0,1.0
Cabo Verde,1.0,0.0,0.0
Cambodia,51.0,1.0,0.0
Cameroon,20.0,0.0,0.0
Canada,943.0,9.0,12.0
Central African Republic,3.0,0.0,0.0
Chad,1.0,0.0,0.0
Chile,461.0,6.0,0.0
China,81250.0,71266.0,3253.0
Colombia,158.0,1.0,0.0
Congo (Brazzaville),3.0,0.0,0.0
Congo (Kinshasa),18.0,0.0,0.0
Costa Rica,89.0,0.0,1.0
Cote d'Ivoire,9.0,1.0,0.0
Croatia,128.0,5.0,1.0
Cuba,16.0,0.0,1.0
Cyprus,67.0,0.0,0.0
Czech Republic,833.0,4.0,0.0
Denmark,1337.0,1.0,9.0
Diamond Princess,712.0,325.0,7.0
Djibouti,1.0,0.0,0.0
Dominican Republic,72.0,0.0,2.0
Ecuador,367.0,0.0,5.0
Egypt,285.0,39.0,8.0
El Salvador,1.0,0.0,0.0
Equatorial Guinea,6.0,0.0,0.0
Estonia,283.0,1.0,0.0
Eswatini,1.0,0.0,0.0
Ethiopia,9.0,0.0,0.0
Fiji,1.0,0.0,0.0
Finland,450.0,10.0,0.0
France,12758.0,12.0,451.0
Gabon,3.0,0.0,1.0
Gambia,1.0,0.0,0.0
Georgia,43.0,1.0,0.0
Germany,19848.0,180.0,67.0
Ghana,16.0,0.0,0.0
Greece,495.0,19.0,6.0
Guatemala,12.0,0.0,1.0
Guinea,1.0,0.0,0.0
Guyana,7.0,0.0,1.0
Haiti,2.0,0.0,0.0
Vatican City,1.0,0.0,0.0
Honduras,24.0,0.0,0.0
Hungary,85.0,2.0,3.0
Iceland,409.0,5.0,0.0
India,244.0,20.0,5.0
Indonesia,369.0,15.0,32.0
Iran,19644.0,6745.0,1433.0
Iraq,208.0,49.0,17.0
Ireland,683.0,5.0,3.0
Israel,529.0,14.0,0.0
Italy,47021.0,4440.0,4032.0
Jamaica,16.0,2.0,1.0
Japan,1022.0,191.0,34.0
Jordan,85.0,1.0,0.0
Kazakhstan,49.0,0.0,3.0
Kenya,7.0,0.0,0.0
South Korea,8652.0,1540.0,94.0
Kosovo,21.0,0.0,0.0
Kuwait,159.0,18.0,0.0
Kyrgyzstan,6.0,0.0,0.0
Latvia,111.0,1.0,0.0
Lebanon,163.0,4.0,4.0
Liberia,2.0,0.0,0.0
Liechtenstein,28.0,1.0,0.0
Lithuania,49.0,1.0,0.0
Luxembourg,484.0,0.0,4.0
Madagascar,3.0,0.0,0.0
Malaysia,1030.0,87.0,3.0
Maldives,13.0,0.0,0.0
Malta,64.0,2.0,0.0
Mauritania,2.0,0.0,0.0
Mauritius,12.0,0.0,0.0
Mexico,203.0,4.0,2.0
Moldova,66.0,1.0,1.0
Monaco,11.0,0.0,0.0
Mongolia,6.0,0.0,0.0
Montenegro,14.0,0.0,0.0
Morocco,77.0,1.0,3.0
Namibia,3.0,0.0,0.0
Nepal,1.0,1.0,0.0
Netherlands,3003.0,0.0,107.0
New Zealand,39.0,0.0,0.0
Nicaragua,1.0,0.0,0.0
Niger,1.0,0.0,0.0
Nigeria,12.0,1.0,0.0
North Macedonia,67.0,1.0,0.0
Norway,1914.0,1.0,7.0
Oman,48.0,12.0,0.0
Pakistan,730.0,13.0,3.0
Panama,137.0,0.0,1.0
Papua New Guinea,1.0,0.0,0.0
Paraguay,13.0,0.0,0.0
Peru,234.0,1.0,3.0
Philippines,230.0,8.0,18.0
Poland,425.0,1.0,5.0
Portugal,1020.0,5.0,6.0
Qatar,470.0,10.0,0.0
Romania,308.0,25.0,0.0
Russia,253.0,9.0,1.0
Rwanda,17.0,0.0,0.0
Saint Lucia,2.0,0.0,0.0
Saint Vincent and the Grenadines,1.0,0.0,0.0
San Marino,144.0,4.0,14.0
Saudi Arabia,344.0,8.0,0.0
Senegal,38.0,2.0,0.0
Serbia,135.0,1.0,1.0
Seychelles,7.0,0.0,0.0
Singapore,385.0,124.0,0.0
Slovakia,137.0,0.0,1.0
Slovenia,341.0,0.0,1.0
Somalia,1.0,0.0,0.0
South Africa,202.0,0.0,0.0
Spain,20410.0,1588.0,1043.0
Sri Lanka,73.0,3.0,0.0
Sudan,2.0,0.0,1.0
Suriname,4.0,0.0,0.0
Sweden,1733.0,0.0,38.0
Switzerland,5294.0,15.0,54.0
Taiwan,135.0,26.0,2.0
Tanzania,6.0,0.0,0.0
