Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,38520.0,30715.0,1418.0
Albania,10553.0,6239.0,321.0
Algeria,46938.0,33183.0,1571.0
Andorra,1261.0,934.0,53.0
Angola,3033.0,1215.0,124.0
Antigua and Barbuda,95.0,91.0,3.0
Argentina,500034.0,366590.0,10405.0
Armenia,44953.0,40592.0,903.0
Australia,26465.0,22725.0,781.0
Austria,30081.0,25629.0,747.0
Azerbaijan,37557.0,34965.0,552.0
Bahamas,2585.0,976.0,59.0
Bahrain,56778.0,51574.0,202.0
Bangladesh,329251.0,227809.0,4552.0
Barbados,180.0,156.0,7.0
Belarus,73208.0,71916.0,721.0
Belgium,89141.0,18602.0,9912.0
Belize,1361.0,321.0,16.0
Benin,2213.0,1793.0,40.0
Bhutan,234.0,153.0,0.0
Bolivia,122308.0,75098.0,7097.0
Bosnia and Herzegovina,21961.0,15172.0,669.0
Botswana,2126.0,493.0,9.0
Brazil,4162073.0,3572421.0,127464.0
Brunei,145.0,139.0,3.0
Bulgaria,17313.0,12297.0,692.0
Burkina Faso,1466.0,1112.0,56.0
Burma,1807.0,460.0,12.0
Burundi,466.0,374.0,1.0
Cabo Verde,4400.0,3851.0,42.0
Cambodia,274.0,273.0,0.0
Cameroon,19848.0,18448.0,415.0
Canada,135757.0,119420.0,9203.0
Central African Republic,4735.0,1825.0,62.0
Chad,1045.0,927.0,79.0
Chile,425541.0,397730.0,11682.0
China,90087.0,84932.0,4733.0
Colombia,679513.0,541462.0,21817.0
Comoros,456.0,415.0,7.0
Congo (Brazzaville),4891.0,3887.0,114.0
Congo (Kinshasa),10292.0,9501.0,260.0
Costa Rica,49897.0,19285.0,531.0
Cote d'Ivoire,18778.0,17688.0,119.0
Croatia,12285.0,9553.0,203.0
Cuba,4377.0,3700.0,104.0
Cyprus,1511.0,1237.0,22.0
Czech Republic,29877.0,20139.0,441.0
Denmark,18784.0,16330.0,628.0
Diamond Princess,712.0,651.0,13.0
Djibouti,5388.0,5327.0,61.0
Dominica,22.0,18.0,0.0
Dominican Republic,100131.0,73795.0,1889.0
Ecuador,110757.0,91242.0,10627.0
Egypt,100228.0,79886.0,5560.0
El Salvador,26511.0,16462.0,765.0
Equatorial Guinea,4985.0,4454.0,83.0
Eritrea,341.0,295.0,0.0
Estonia,2564.0,2195.0,64.0
Eswatini,4904.0,4059.0,96.0
Ethiopia,60784.0,22677.0,949.0
Fiji,31.0,24.0,2.0
Finland,8337.0,7350.0,336.0
France,373718.0,88876.0,30770.0
Gabon,8608.0,7533.0,53.0
Gambia,3275.0,1424.0,99.0
Georgia,1729.0,1321.0,19.0
Germany,254957.0,227379.0,9336.0
Ghana,45012.0,43898.0,283.0
Greece,11832.0,7262.0,290.0
Grenada,24.0,24.0,0.0
Guatemala,78721.0,67462.0,2890.0
Guinea,9848.0,9009.0,63.0
Guinea-Bissau,2245.0,1127.0,38.0
Guyana,1613.0,1030.0,48.0
Haiti,8376.0,5991.0,214.0
Vatican City,12.0,12.0,0.0
Honduras,65218.0,14273.0,2034.0
Hungary,9304.0,3972.0,626.0
Iceland,2150.0,2060.0,10.0
India,4370128.0,3398844.0,73890.0
Indonesia,200035.0,142958.0,8230.0
Iran,391112.0,337414.0,22542.0
Iraq,269578.0,206324.0,7657.0
Ireland,30080.0,23364.0,1778.0
Israel,137565.0,107003.0,1040.0
Italy,280153.0,210801.0,35563.0
Jamaica,3323.0,992.0,36.0
Japan,72724.0,62936.0,1398.0
Jordan,2581.0,1885.0,19.0
Kazakhstan,106498.0,99893.0,1634.0
Kenya,35356.0,21483.0,599.0
South Korea,21588.0,17023.0,344.0
Kosovo,14301.0,10782.0,568.0
Kuwait,91244.0,81654.0,548.0
Kyrgyzstan,44487.0,40092.0,1060.0
Laos,22.0,21.0,0.0
Latvia,1432.0,1187.0,35.0
Lebanon,21324.0,6722.0,207.0
Lesotho,1148.0,528.0,31.0
Liberia,1311.0,1194.0,82.0
Libya,19583.0,2247.0,314.0
Liechtenstein,107.0,97.0,1.0
Lithuania,3131.0,1994.0,86.0
Luxembourg,6974.0,6266.0,124.0
MS Zaandam,9.0,0.0,2.0
Madagascar,15435.0,14219.0,206.0
Malawi,5630.0,3630.0,176.0
Malaysia,9559.0,9136.0,128.0
Maldives,8741.0,6157.0,29.0
Mali,2882.0,2258.0,127.0
Malta,2099.0,1729.0,14.0
Mauritania,7165.0,6681.0,160.0
Mauritius,361.0,335.0,10.0
Mexico,642860.0,535141.0,68484.0
Moldova,40556.0,28578.0,1087.0
Monaco,156.0,107.0,1.0
Mongolia,310.0,296.0,0.0
Montenegro,5875.0,4312.0,112.0
Morocco,75721.0,57239.0,1427.0
Mozambique,4647.0,2715.0,28.0
Namibia,8928.0,3981.0,91.0
Nepal,48138.0,32964.0,306.0
Netherlands,79792.0,1669.0,6279.0
New Zealand,1788.0,1639.0,24.0
Nicaragua,4818.0,2913.0,144.0
Niger,1178.0,1099.0,69.0
Nigeria,55456.0,43334.0,1067.0
North Macedonia,15226.0,12700.0,631.0
Norway,11623.0,9348.0,264.0
Oman,87590.0,82973.0,742.0
Pakistan,299659.0,286506.0,6359.0
Panama,98407.0,70751.0,2107.0
Papua New Guinea,503.0,232.0,5.0
Paraguay,24214.0,11920.0,463.0
Peru,691575.0,522251.0,29976.0
Philippines,241987.0,185178.0,3916.0
Poland,71526.0,55910.0,2136.0
Portugal,60895.0,43146.0,1846.0
Qatar,120579.0,117497.0,205.0
Romania,97033.0,40838.0,3967.0
Russia,1032354.0,847746.0,17939.0
Rwanda,4439.0,2307.0,20.0
Saint Kitts and Nevis,17.0,17.0,0.0
Saint Lucia,26.0,26.0,0.0
Saint Vincent and the Grenadines,62.0,58.0,0.0
San Marino,716.0,660.0,42.0
Sao Tome and Principe,898.0,859.0,15.0
Saudi Arabia,322237.0,298246.0,4137.0
Senegal,14044.0,10037.0,292.0
Serbia,31994.0,0.0,727.0
Seychelles,137.0,127.0,0.0
Sierra Leone,2064.0,1613.0,72.0
Singapore,57091.0,56461.0,27.0
Slovakia,4727.0,2913.0,37.0
Slovenia,3232.0,2533.0,135.0
Somalia,3371.0,2738.0,97.0
South Africa,640441.0,567729.0,15086.0
South Sudan,2552.0,1290.0,49.0
Spain,534513.0,150376.0,29594.0
Sri Lanka,3140.0,2935.0,12.0
Sudan,13437.0,6730.0,833.0
Suriname,4419.0,3595.0,91.0
Sweden,85707.0,0.0,5838.0
Switzerland,44837.0,37700.0,2018.0
Syria,3289.0,760.0,140.0
Taiwan,495.0,475.0,7.0
Tajikistan,8860.0,7650.0,70.0
Tanzania,509.0,183.0,21.0
Thailand,3447.0,3286.0,58.0
Timor-Leste,27.0,25.0,0.0
Togo,1513.0,1127.0,34.0
Trinidad and Tobago,2391.0,743.0,39.0
Tunisia,5417.0,1862.0,96.0
Turkey,283270.0,253245.0,6782.0
United States of America,6332770.0,2359111.0,189663.0
Uganda,3900.0,1817.0,46.0
Ukraine,143914.0,65849.0,2988.0
United Arab Emirates,75098.0,66943.0,391.0
United Kingdom,354932.0,1827.0,41675.0
Uruguay,1712.0,1476.0,45.0
Uzbekistan,44281.0,41594.0,358.0
Venezuela,55563.0,44435.0,444.0
Vietnam,1054.0,868.0,35.0
West Bank and Gaza,27363.0,17779.0,190.0
Western Sahara,10.0,8.0,1.0
Yemen,1994.0,1203.0,576.0
Zambia,12952.0,11787.0,297.0
Zimbabwe,7388.0,5477.0,218.0
Global Total,27586101.0,18544747.0,897679.0
