Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,25.0,1.0,0.0
Albania,64.0,0.0,2.0
Algeria,87.0,32.0,9.0
Andorra,53.0,1.0,0.0
Antigua and Barbuda,1.0,0.0,0.0
Argentina,97.0,3.0,3.0
Armenia,115.0,1.0,0.0
Australia,681.0,26.0,6.0
Austria,2013.0,9.0,6.0
Azerbaijan,44.0,6.0,1.0
Bahamas,3.0,0.0,0.0
Bahrain,278.0,100.0,1.0
Bangladesh,17.0,3.0,1.0
Barbados,5.0,0.0,0.0
Belarus,51.0,5.0,0.0
Belgium,1795.0,31.0,21.0
Benin,2.0,0.0,0.0
Bhutan,1.0,0.0,0.0
Bolivia,12.0,0.0,0.0
Bosnia and Herzegovina,63.0,2.0,0.0
Brazil,621.0,2.0,6.0
Brunei,75.0,0.0,0.0
Bulgaria,94.0,0.0,3.0
Burkina Faso,33.0,0.0,1.0
Cambodia,37.0,1.0,0.0
Cameroon,13.0,0.0,0.0
Canada,800.0,9.0,9.0
Central African Republic,1.0,0.0,0.0
Chad,1.0,0.0,0.0
Chile,265.0,0.0,0.0
China,81156.0,70535.0,3249.0
Colombia,108.0,1.0,0.0
Congo (Brazzaville),3.0,0.0,0.0
Congo (Kinshasa),14.0,0.0,0.0
Costa Rica,69.0,0.0,1.0
Cote d'Ivoire,9.0,1.0,0.0
Croatia,105.0,5.0,1.0
Cuba,11.0,0.0,1.0
Cyprus,67.0,0.0,0.0
Czech Republic,694.0,3.0,0.0
Denmark,1225.0,1.0,6.0
Diamond Princess,712.0,325.0,7.0
Djibouti,1.0,0.0,0.0
Dominican Republic,34.0,0.0,2.0
Ecuador,199.0,0.0,3.0
Egypt,256.0,32.0,6.0
El Salvador,1.0,0.0,0.0
Equatorial Guinea,6.0,0.0,0.0
Estonia,267.0,1.0,0.0
Eswatini,1.0,0.0,0.0
Ethiopia,6.0,0.0,0.0
Fiji,1.0,0.0,0.0
Finland,400.0,10.0,0.0
France,10970.0,12.0,244.0
Gabon,1.0,0.0,0.0
Gambia,1.0,0.0,0.0
Georgia,40.0,1.0,0.0
Germany,15320.0,113.0,44.0
Ghana,11.0,0.0,0.0
Greece,418.0,8.0,6.0
Guatemala,9.0,0.0,1.0
Guinea,1.0,0.0,0.0
Guyana,7.0,0.0,1.0
Vatican City,1.0,0.0,0.0
Honduras,12.0,0.0,0.0
Hungary,73.0,2.0,1.0
Iceland,330.0,5.0,1.0
India,194.0,15.0,4.0
Indonesia,311.0,11.0,25.0
Iran,18407.0,5710.0,1284.0
Iraq,192.0,43.0,13.0
Ireland,557.0,5.0,3.0
Israel,386.0,11.0,0.0
Italy,41035.0,4440.0,3405.0
Jamaica,15.0,2.0,1.0
Japan,968.0,150.0,33.0
Jordan,69.0,1.0,0.0
Kazakhstan,44.0,0.0,0.0
Kenya,7.0,0.0,0.0
South Korea,8565.0,1540.0,91.0
Kosovo,20.0,0.0,0.0
Kuwait,148.0,18.0,0.0
Kyrgyzstan,3.0,0.0,0.0
Latvia,86.0,1.0,0.0
Lebanon,157.0,4.0,4.0
Liberia,2.0,0.0,0.0
Liechtenstein,28.0,1.0,0.0
Lithuania,36.0,1.0,0.0
Luxembourg,335.0,0.0,4.0
Malaysia,900.0,75.0,2.0
Maldives,13.0,0.0,0.0
Malta,53.0,2.0,0.0
Mauritania,2.0,0.0,0.0
Mauritius,3.0,0.0,0.0
Mexico,164.0,4.0,1.0
Moldova,49.0,1.0,1.0
Monaco,7.0,0.0,0.0
Mongolia,6.0,0.0,0.0
Montenegro,3.0,0.0,0.0
Morocco,63.0,1.0,2.0
Namibia,3.0,0.0,0.0
Nepal,1.0,1.0,0.0
Netherlands,2467.0,0.0,77.0
New Zealand,28.0,0.0,0.0
Nicaragua,1.0,0.0,0.0
Nigeria,8.0,1.0,0.0
North Macedonia,48.0,1.0,0.0
Norway,1746.0,1.0,7.0
Oman,48.0,12.0,0.0
Pakistan,501.0,13.0,3.0
Panama,109.0,0.0,1.0
Paraguay,11.0,0.0,0.0
Peru,234.0,1.0,0.0
Philippines,217.0,8.0,17.0
Poland,355.0,1.0,5.0
Portugal,785.0,3.0,3.0
Qatar,460.0,4.0,0.0
Romania,277.0,25.0,0.0
Russia,199.0,9.0,1.0
Rwanda,8.0,0.0,0.0
Saint Lucia,2.0,0.0,0.0
