Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,20.0,1.0,0.0
Albania,55.0,0.0,1.0
Algeria,60.0,12.0,4.0
Andorra,39.0,1.0,0.0
Antigua and Barbuda,1.0,0.0,0.0
Argentina,68.0,3.0,2.0
Armenia,78.0,1.0,0.0
Australia,452.0,23.0,5.0
Austria,1332.0,1.0,3.0
Azerbaijan,28.0,6.0,1.0
Bahamas,1.0,0.0,0.0
Bahrain,228.0,81.0,1.0
Bangladesh,10.0,3.0,0.0
Barbados,2.0,0.0,0.0
Belarus,36.0,3.0,0.0
Belgium,1243.0,1.0,10.0
Benin,1.0,0.0,0.0
Bhutan,1.0,0.0,0.0
Bolivia,11.0,0.0,0.0
Bosnia and Herzegovina,26.0,2.0,0.0
Brazil,321.0,2.0,1.0
Brunei,56.0,0.0,0.0
Bulgaria,67.0,0.0,2.0
Burkina Faso,15.0,0.0,0.0
Cambodia,33.0,1.0,0.0
Cameroon,10.0,0.0,0.0
Canada,478.0,9.0,6.0
Central African Republic,1.0,0.0,0.0
Chile,228.0,0.0,0.0
China,81058.0,68798.0,3230.0
Colombia,75.0,1.0,0.0
Congo (Brazzaville),1.0,0.0,0.0
Congo (Kinshasa),3.0,0.0,0.0
Costa Rica,41.0,0.0,0.0
Cote d'Ivoire,5.0,1.0,0.0
Croatia,65.0,4.0,0.0
Cuba,5.0,0.0,0.0
Cyprus,46.0,0.0,0.0
Czech Republic,396.0,3.0,0.0
Denmark,1025.0,1.0,4.0
Diamond Princess,706.0,325.0,7.0
Dominican Republic,21.0,0.0,1.0
Ecuador,58.0,0.0,2.0
Egypt,196.0,32.0,4.0
Equatorial Guinea,1.0,0.0,0.0
Estonia,225.0,1.0,0.0
Eswatini,1.0,0.0,0.0
Ethiopia,5.0,0.0,0.0
Finland,321.0,10.0,0.0
France,7715.0,12.0,149.0
Gabon,1.0,0.0,0.0
Gambia,1.0,0.0,0.0
Georgia,34.0,1.0,0.0
Germany,9257.0,67.0,24.0
Ghana,7.0,0.0,0.0
Greece,387.0,8.0,5.0
Guatemala,6.0,0.0,1.0
Guinea,1.0,0.0,0.0
Guyana,7.0,0.0,1.0
Vatican City,1.0,0.0,0.0
Honduras,8.0,0.0,0.0
Hungary,50.0,2.0,1.0
Iceland,220.0,0.0,1.0
India,142.0,14.0,3.0
Indonesia,172.0,8.0,5.0
Iran,16169.0,5389.0,988.0
Iraq,154.0,32.0,11.0
Ireland,223.0,5.0,2.0
Israel,295.0,3.0,0.0
Italy,31506.0,2941.0,2503.0
Jamaica,12.0,2.0,0.0
Japan,893.0,144.0,30.0
Jordan,34.0,1.0,0.0
Kazakhstan,33.0,0.0,0.0
Kenya,3.0,0.0,0.0
South Korea,8320.0,1407.0,81.0
Kosovo,16.0,0.0,0.0
Kuwait,130.0,9.0,0.0
Latvia,49.0,1.0,0.0
Lebanon,120.0,3.0,3.0
Liberia,1.0,0.0,0.0
Liechtenstein,7.0,1.0,0.0
Lithuania,19.0,1.0,0.0
Luxembourg,140.0,0.0,1.0
Malaysia,673.0,49.0,2.0
Maldives,13.0,0.0,0.0
Malta,38.0,2.0,0.0
Mauritania,1.0,0.0,0.0
Mexico,93.0,4.0,0.0
Moldova,30.0,1.0,0.0
Monaco,7.0,0.0,0.0
Mongolia,5.0,0.0,0.0
Montenegro,2.0,0.0,0.0
Morocco,38.0,1.0,2.0
Namibia,2.0,0.0,0.0
Nepal,1.0,1.0,0.0
Netherlands,1711.0,0.0,43.0
New Zealand,12.0,0.0,0.0
Nigeria,3.0,0.0,0.0
North Macedonia,26.0,1.0,0.0
Norway,1463.0,1.0,3.0
Oman,24.0,9.0,0.0
Pakistan,299.0,2.0,0.0
Panama,69.0,0.0,1.0
Paraguay,9.0,0.0,0.0
Peru,117.0,1.0,0.0
Philippines,187.0,5.0,12.0
Poland,238.0,13.0,5.0
Portugal,448.0,3.0,1.0
Qatar,439.0,4.0,0.0
Romania,184.0,16.0,0.0
Russia,114.0,8.0,0.0
Rwanda,7.0,0.0,0.0
Saint Lucia,2.0,0.0,0.0
Saint Vincent and the Grenadines,1.0,0.0,0.0
San Marino,109.0,4.0,7.0
Saudi Arabia,171.0,6.0,0.0
Senegal,26.0,2.0,0.0
Serbia,65.0,1.0,0.0
Seychelles,4.0,0.0,0.0
Singapore,266.0,114.0,0.0
Slovakia,72.0,0.0,0.0
Slovenia,275.0,0.0,1.0
Somalia,1.0,0.0,0.0
South Africa,62.0,0.0,0.0
Spain,11748.0,1028.0,533.0
Sri Lanka,44.0,1.0,0.0
Sudan,1.0,0.0,1.0
Suriname,1.0,0.0,0.0
Sweden,1265.0,0.0,14.0
Switzerland,2700.0,4.0,27.0
Taiwan,77.0,22.0,1.0
Tanzania,1.0,0.0,0.0
Thailand,177.0,41.0,1.0
Togo,1.0,0.0,0.0
Trinidad and Tobago,5.0,0.0,0.0
Tunisia,24.0,0.0,0.0
Turkey,47.0,0.0,1.0
United States of America,6512.0,17.0,133.0
Ukraine,14.0,0.0,2.0
United Arab Emirates,98.0,23.0,0.0
United Kingdom,4462.0,53.0,83.0
Uruguay,50.0,0.0,0.0
Uzbekistan,10.0,0.0,0.0
Venezuela,33.0,0.0,0.0
Vietnam,66.0,16.0,0.0
West Bank and Gaza,39.0,0.0,0.0
Global Total,199970.0,80830.0,7966.0
