Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,38919.0,32576.0,1439.0
Albania,12226.0,6888.0,358.0
Algeria,49623.0,34923.0,1665.0
Andorra,1564.0,1164.0,53.0
Angola,3901.0,1445.0,147.0
Antigua and Barbuda,96.0,92.0,3.0
Argentina,622934.0,478077.0,12799.0
Armenia,47154.0,42551.0,928.0
Australia,26898.0,23968.0,849.0
Austria,37474.0,28961.0,765.0
Azerbaijan,39042.0,36601.0,574.0
Bahamas,3214.0,1679.0,73.0
Bahrain,64499.0,57299.0,221.0
Bangladesh,347372.0,254386.0,4913.0
Barbados,185.0,172.0,7.0
Belarus,75461.0,73212.0,776.0
Belgium,100748.0,18945.0,9944.0
Belize,1606.0,876.0,20.0
Benin,2280.0,1950.0,40.0
Bhutan,259.0,190.0,0.0
Bolivia,130470.0,89032.0,7586.0
Bosnia and Herzegovina,25217.0,17489.0,758.0
Botswana,2567.0,624.0,13.0
Brazil,4528240.0,3936893.0,136532.0
Brunei,145.0,142.0,3.0
Bulgaria,18819.0,13558.0,755.0
Burkina Faso,1816.0,1176.0,56.0
Burma,5263.0,1188.0,81.0
Burundi,473.0,374.0,1.0
Cabo Verde,5186.0,4581.0,50.0
Cambodia,275.0,274.0,0.0
Cameroon,20431.0,19124.0,416.0
Canada,144607.0,125984.0,9262.0
Central African Republic,4786.0,1830.0,62.0
Chad,1149.0,966.0,81.0
Chile,444674.0,418101.0,12254.0
China,90334.0,85226.0,4737.0
Colombia,758398.0,627685.0,24039.0
Comoros,470.0,450.0,7.0
Congo (Brazzaville),4986.0,3887.0,89.0
Congo (Kinshasa),10488.0,9891.0,268.0
Costa Rica,63712.0,23552.0,706.0
Cote d'Ivoire,19269.0,18392.0,120.0
Croatia,14725.0,12353.0,244.0
Cuba,5055.0,4284.0,113.0
Cyprus,1590.0,1282.0,22.0
Czech Republic,48306.0,24228.0,499.0
Denmark,22881.0,17742.0,635.0
Diamond Princess,712.0,651.0,13.0
Djibouti,5403.0,5333.0,61.0
Dominica,24.0,18.0,0.0
Dominican Republic,107700.0,80820.0,2044.0
Ecuador,125620.0,97063.0,11084.0
Egypt,101900.0,88666.0,5750.0
El Salvador,27428.0,21247.0,808.0
Equatorial Guinea,5002.0,4509.0,83.0
Eritrea,364.0,305.0,0.0
Estonia,2875.0,2374.0,64.0
Eswatini,5245.0,4571.0,104.0
Ethiopia,68131.0,27939.0,1089.0
Fiji,32.0,26.0,2.0
Finland,8922.0,7700.0,339.0
France,482964.0,93586.0,31287.0
Gabon,8696.0,7848.0,53.0
Gambia,3504.0,1992.0,108.0
Georgia,3306.0,1481.0,19.0
Germany,272932.0,240510.0,9388.0
Ghana,45877.0,45081.0,297.0
Greece,14978.0,8846.0,331.0
Grenada,24.0,24.0,0.0
Guatemala,85152.0,74497.0,3105.0
Guinea,10286.0,9681.0,63.0
Guinea-Bissau,2303.0,1127.0,39.0
Guyana,2168.0,1331.0,64.0
Haiti,8600.0,6363.0,221.0
Vatican City,12.0,12.0,0.0
Honduras,71143.0,21810.0,2166.0
Hungary,16920.0,4382.0,675.0
Iceland,2307.0,2116.0,10.0
India,5400619.0,4303043.0,86752.0
Indonesia,240687.0,174350.0,9448.0
Iran,419043.0,357632.0,24118.0
Iraq,315597.0,249539.0,8491.0
Ireland,32538.0,23364.0,1792.0
Israel,185672.0,132136.0,1282.0
Italy,296569.0,217716.0,35692.0
Jamaica,4758.0,1327.0,60.0
Japan,78662.0,70051.0,1504.0
Jordan,4540.0,2672.0,30.0
Kazakhstan,138013.0,108519.0,2009.0
Kenya,36829.0,23777.0,646.0
South Korea,22975.0,20158.0,383.0
Kosovo,15002.0,12451.0,614.0
Kuwait,99049.0,89498.0,581.0
Kyrgyzstan,45335.0,41484.0,1063.0
Laos,23.0,22.0,0.0
Latvia,1515.0,1248.0,36.0
Lebanon,28297.0,11440.0,286.0
Lesotho,1390.0,754.0,33.0
Liberia,1335.0,1216.0,82.0
Libya,27234.0,14679.0,436.0
Liechtenstein,113.0,109.0,1.0
Lithuania,3664.0,2197.0,87.0
Luxembourg,7718.0,6703.0,124.0
MS Zaandam,9.0,0.0,2.0
Madagascar,16020.0,14630.0,219.0
Malawi,5718.0,4030.0,179.0
Malaysia,10167.0,9315.0,130.0
Maldives,9649.0,8188.0,33.0
Mali,3006.0,2349.0,128.0
Malta,2699.0,2017.0,19.0
Mauritania,7365.0,6927.0,161.0
Mauritius,366.0,338.0,10.0
Mexico,694121.0,586154.0,73258.0
Moldova,46336.0,34236.0,1201.0
Monaco,192.0,152.0,1.0
Mongolia,312.0,302.0,0.0
Montenegro,7898.0,5129.0,134.0
Morocco,99816.0,79008.0,1795.0
Mozambique,6537.0,3620.0,41.0
Namibia,10292.0,7969.0,111.0
Nepal,62797.0,45267.0,401.0
Netherlands,96261.0,2721.0,6320.0
New Zealand,1815.0,1719.0,25.0
Nicaragua,4961.0,2913.0,147.0
Niger,1183.0,1104.0,69.0
Nigeria,57145.0,48431.0,1095.0
North Macedonia,16557.0,13792.0,689.0
Norway,12858.0,10371.0,267.0
Oman,91753.0,84648.0,818.0
Pakistan,305671.0,292303.0,6416.0
Panama,105601.0,80190.0,2247.0
Papua New Guinea,516.0,232.0,6.0
Paraguay,33015.0,17535.0,636.0
Peru,756412.0,594513.0,31283.0
Philippines,283460.0,209885.0,4930.0
Poland,78330.0,63861.0,2282.0
Portugal,68025.0,45404.0,1899.0
Qatar,123146.0,120089.0,209.0
Romania,111550.0,89119.0,4402.0
