Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,38155.0,29089.0,1403.0
Albania,9380.0,5139.0,280.0
Algeria,44146.0,30978.0,1501.0
Andorra,1124.0,902.0,53.0
Angola,2624.0,1063.0,107.0
Antigua and Barbuda,94.0,91.0,3.0
Argentina,408426.0,294007.0,8457.0
Armenia,43750.0,37650.0,877.0
Australia,25746.0,21116.0,652.0
Austria,27166.0,23070.0,733.0
Azerbaijan,36309.0,33703.0,531.0
Bahamas,2167.0,782.0,50.0
Bahrain,51574.0,48654.0,189.0
Bangladesh,310822.0,201907.0,4248.0
Barbados,173.0,145.0,7.0
Belarus,71687.0,70452.0,676.0
Belgium,85042.0,18415.0,9894.0
Belize,993.0,117.0,13.0
Benin,2145.0,1738.0,40.0
Bhutan,224.0,140.0,0.0
Bolivia,115968.0,58497.0,4966.0
Bosnia and Herzegovina,19793.0,12961.0,598.0
Botswana,1633.0,224.0,6.0
Brazil,3862311.0,3237615.0,120828.0
Brunei,144.0,139.0,3.0
Bulgaria,16190.0,11313.0,613.0
Burkina Faso,1357.0,1058.0,55.0
Burma,775.0,352.0,6.0
Burundi,445.0,357.0,1.0
Cabo Verde,3852.0,2867.0,40.0
Cambodia,273.0,265.0,0.0
Cameroon,19142.0,17651.0,411.0
Canada,129888.0,115460.0,9185.0
Central African Republic,4700.0,1784.0,61.0
Chad,1012.0,878.0,77.0
Chile,409974.0,382584.0,11244.0
China,89895.0,84546.0,4722.0
Colombia,607904.0,450609.0,19363.0
Comoros,423.0,399.0,7.0
Congo (Brazzaville),3979.0,1742.0,78.0
Congo (Kinshasa),10045.0,9103.0,258.0
Costa Rica,39699.0,15737.0,418.0
Cote d'Ivoire,17948.0,16553.0,115.0
Croatia,10123.0,7212.0,184.0
Cuba,3973.0,3327.0,94.0
Cyprus,1487.0,935.0,20.0
Czech Republic,24367.0,17547.0,423.0
Denmark,17316.0,15492.0,624.0
Diamond Princess,712.0,651.0,13.0
Djibouti,5385.0,5319.0,60.0
Dominica,20.0,18.0,0.0
Dominican Republic,94241.0,66776.0,1681.0
Ecuador,113648.0,101620.0,6555.0
Egypt,98727.0,72120.0,5399.0
El Salvador,25635.0,14013.0,713.0
Equatorial Guinea,4941.0,3884.0,83.0
Eritrea,318.0,284.0,0.0
Estonia,2373.0,2088.0,64.0
Eswatini,4561.0,3478.0,91.0
Ethiopia,51122.0,18382.0,793.0
Fiji,28.0,23.0,2.0
Finland,8077.0,7200.0,335.0
France,318047.0,86495.0,30615.0
