Region,Confirmed,Recovered,Deceased
Afghanistan,36067.0,24602.0,1229.0
Albania,4570.0,2608.0,128.0
Algeria,26159.0,17369.0,1136.0
Andorra,897.0,803.0,52.0
Angola,880.0,241.0,35.0
Antigua and Barbuda,82.0,60.0,3.0
Argentina,153520.0,65447.0,2807.0
Armenia,36613.0,25734.0,692.0
Australia,13950.0,8938.0,145.0
Austria,20039.0,18042.0,840.0
Azerbaijan,29312.0,21547.0,400.0
Bahamas,316.0,91.0,11.0
Bahrain,38458.0,34826.0,136.0
Bangladesh,218658.0,120976.0,2836.0
Barbados,108.0,94.0,7.0
Belarus,66846.0,59755.0,524.0
Belgium,65199.0,17394.0,9817.0
Belize,48.0,26.0,2.0
Benin,1694.0,918.0,34.0
Bhutan,92.0,85.0,0.0
Bolivia,66456.0,20614.0,2473.0
Bosnia and Herzegovina,9767.0,4555.0,280.0
Botswana,686.0,52.0,1.0
Brazil,2351458.0,1693214.0,85437.0
Brunei,141.0,138.0,3.0
Bulgaria,10123.0,5252.0,337.0
Burkina Faso,1075.0,920.0,53.0
Burma,346.0,286.0,6.0
Burundi,345.0,270.0,1.0
Cabo Verde,2220.0,1216.0,22.0
Cambodia,202.0,142.0,0.0
Cameroon,16708.0,14539.0,385.0
Canada,113836.0,100504.0,8928.0
Central African Republic,4593.0,1483.0,59.0
Chad,915.0,805.0,75.0
Chile,341304.0,313696.0,8914.0
China,89957.0,80341.0,4650.0
Colombia,233541.0,113864.0,7975.0
Comoros,340.0,324.0,7.0
Congo (Brazzaville),3038.0,756.0,51.0
Congo (Kinshasa),8767.0,5109.0,201.0
Costa Rica,13669.0,3505.0,87.0
Cote d'Ivoire,15253.0,9499.0,94.0
Croatia,4715.0,3555.0,128.0
Cuba,2469.0,2341.0,87.0
Cyprus,1045.0,847.0,19.0
Czech Republic,15081.0,9422.0,369.0
Denmark,13642.0,12541.0,613.0
Diamond Princess,712.0,651.0,13.0
Djibouti,5039.0,4949.0,58.0
Dominica,18.0,18.0,0.0
Dominican Republic,59077.0,27625.0,1036.0
Ecuador,79049.0,34544.0,5468.0
Egypt,91072.0,31970.0,4518.0
El Salvador,13792.0,7415.0,379.0
Equatorial Guinea,3071.0,842.0,51.0
Eritrea,261.0,189.0,0.0
Estonia,2028.0,1915.0,69.0
Eswatini,2073.0,929.0,28.0
Ethiopia,12693.0,5785.0,200.0
Fiji,27.0,18.0,0.0
Finland,7404.0,6920.0,310.0
France,219932.0,80943.0,30196.0
Gabon,6984.0,4463.0,49.0
Gambia,216.0,60.0,6.0
Georgia,1104.0,912.0,16.0
Germany,204183.0,189696.0,9111.0
Ghana,31057.0,27801.0,161.0
Greece,4135.0,1374.0,201.0
Grenada,23.0,23.0,0.0
Guatemala,43283.0,30150.0,1669.0
Guinea,6867.0,6063.0,42.0
Guinea-Bissau,1954.0,803.0,26.0
Guyana,352.0,178.0,20.0
Haiti,7167.0,4236.0,154.0
Vatican City,12.0,12.0,0.0
Honduras,37559.0,4607.0,1061.0
Hungary,4398.0,3312.0,596.0
Iceland,1843.0,1823.0,10.0
India,1337024.0,849432.0,31358.0
Indonesia,95418.0,53945.0,4665.0
Iran,286523.0,249212.0,15289.0
Iraq,104711.0,71268.0,4212.0
Ireland,25845.0,23364.0,1763.0
Israel,60304.0,35554.0,487.0
Italy,245590.0,198192.0,35097.0
Jamaica,831.0,711.0,10.0
Japan,28867.0,21173.0,995.0
Jordan,1146.0,1035.0,11.0
Kazakhstan,80226.0,51260.0,585.0
Kenya,16268.0,7446.0,274.0
South Korea,14092.0,12866.0,298.0
Kosovo,6680.0,3614.0,164.0
Kuwait,62625.0,52915.0,425.0
Kyrgyzstan,31247.0,18038.0,1211.0
Laos,20.0,19.0,0.0
Latvia,1205.0,1045.0,31.0
Lebanon,3407.0,1666.0,46.0
Lesotho,359.0,69.0,6.0
Liberia,1117.0,621.0,71.0
Libya,2424.0,504.0,57.0
Liechtenstein,87.0,81.0,1.0
Lithuania,1896.0,1632.0,63.0
Luxembourg,6056.0,4647.0,112.0
MS Zaandam,9.0,0.0,2.0
Madagascar,8741.0,5522.0,76.0
Malawi,3453.0,1373.0,87.0
Malaysia,8861.0,8576.0,123.0
Maldives,3175.0,2498.0,15.0
Mali,2503.0,1901.0,123.0
Malta,686.0,665.0,9.0
Mauritania,6116.0,4206.0,156.0
Mauritius,343.0,332.0,10.0
Mexico,378285.0,283382.0,42645.0
Moldova,22483.0,15407.0,726.0
Monaco,116.0,100.0,4.0
Mongolia,287.0,218.0,0.0
Montenegro,2665.0,643.0,43.0
Morocco,18834.0,16100.0,299.0
Mozambique,1590.0,532.0,11.0
Namibia,1618.0,72.0,7.0
Nepal,18374.0,12947.0,44.0
Netherlands,52974.0,195.0,6158.0
New Zealand,1556.0,1513.0,23.0
Nicaragua,3004.0,2492.0,108.0
Niger,1124.0,1024.0,69.0
Nigeria,39539.0,16559.0,845.0
North Macedonia,9797.0,5254.0,451.0
Norway,9092.0,8674.0,255.0
Oman,73791.0,53007.0,359.0
Pakistan,271887.0,236596.0,5787.0
Panama,57993.0,32704.0,1250.0
Papua New Guinea,32.0,11.0,0.0
Paraguay,4224.0,2596.0,38.0
Peru,375961.0,259423.0,51716.0
Philippines,76444.0,24502.0,1879.0
Poland,42038.0,31997.0,1655.0
Portugal,49692.0,34687.0,1712.0
Qatar,108638.0,105420.0,164.0
Romania,42394.0,25349.0,2150.0
Russia,799499.0,587728.0,13026.0
Rwanda,1729.0,900.0,5.0
Saint Kitts and Nevis,17.0,15.0,0.0
Saint Lucia,24.0,22.0,0.0
Saint Vincent and the Grenadines,52.0,39.0,0.0
San Marino,716.0,657.0,42.0
Sao Tome and Principe,860.0,610.0,14.0
Saudi Arabia,262772.0,215731.0,2672.0
Senegal,9422.0,6291.0,182.0
Serbia,22852.0,15564.0,518.0
Seychelles,107.0,27.0,0.0
Sierra Leone,1765.0,1297.0,66.0
Singapore,49375.0,45172.0,27.0
Slovakia,2118.0,1577.0,28.0
Slovenia,2052.0,1678.0,115.0
Somalia,3171.0,1499.0,93.0
South Africa,421996.0,245771.0,6343.0
South Sudan,2258.0,1175.0,45.0
Spain,272421.0,150376.0,28432.0
Sri Lanka,2764.0,2094.0,11.0
Sudan,11302.0,5855.0,715.0
Suriname,1305.0,804.0,23.0
Sweden,75681.0,0.0,5697.0
Switzerland,34154.0,30500.0,1822.0
Syria,608.0,184.0,35.0
Taiwan,458.0,440.0,7.0
Tajikistan,7060.0,5851.0,58.0
Tanzania,509.0,183.0,21.0
Thailand,3279.0,3107.0,58.0
Timor-Leste,24.0,24.0,0.0
Togo,839.0,585.0,17.0
Trinidad and Tobago,142.0,128.0,8.0
Tunisia,1425.0,1124.0,50.0
Turkey,224252.0,207374.0,5580.0
United States of America,4102122.0,1261624.0,146135.0
Uganda,1089.0,975.0,1.0
Ukraine,64173.0,35932.0,1591.0
United Arab Emirates,58249.0,51235.0,343.0
United Kingdom,299495.0,1425.0,57259.0
Uruguay,1166.0,946.0,34.0
Uzbekistan,19360.0,10472.0,106.0
Venezuela,14263.0,8127.0,134.0
Vietnam,415.0,365.0,0.0
West Bank and Gaza,10093.0,2720.0,70.0
Yemen,1674.0,779.0,469.0
Zambia,3856.0,1677.0,136.0
Zimbabwe,2296.0,514.0,32.0
Global Total,15790131.0,9067531.0,685787.0
