Region,Confirmed,Recovered/Migrated,Deceased
Afghanistan,84.0,2.0,2.0
Albania,146.0,17.0,5.0
Algeria,302.0,65.0,21.0
Andorra,188.0,1.0,1.0
Angola,3.0,0.0,0.0
Antigua and Barbuda,3.0,0.0,0.0
Argentina,387.0,52.0,8.0
Armenia,265.0,16.0,0.0
Australia,2364.0,119.0,8.0
Austria,5588.0,9.0,30.0
Azerbaijan,93.0,10.0,2.0
Bahamas,5.0,1.0,0.0
Bahrain,419.0,177.0,4.0
Bangladesh,39.0,7.0,5.0
Barbados,18.0,0.0,0.0
Belarus,86.0,29.0,0.0
Belgium,4937.0,547.0,178.0
Belize,2.0,0.0,0.0
Benin,6.0,0.0,0.0
Bhutan,2.0,0.0,0.0
Bolivia,32.0,0.0,0.0
Bosnia and Herzegovina,176.0,2.0,3.0
Brazil,2554.0,2.0,59.0
Brunei,109.0,2.0,0.0
Bulgaria,242.0,4.0,3.0
Burkina Faso,146.0,10.0,4.0
Cabo Verde,4.0,0.0,1.0
Cambodia,96.0,10.0,0.0
Cameroon,75.0,2.0,1.0
Canada,3251.0,183.0,30.0
Central African Republic,3.0,0.0,0.0
Chad,3.0,0.0,0.0
Chile,1197.0,22.0,3.0
China,81661.0,73773.0,3285.0
Colombia,470.0,8.0,4.0
Congo (Brazzaville),4.0,0.0,0.0
Congo (Kinshasa),48.0,0.0,2.0
Costa Rica,201.0,2.0,2.0
Cote d'Ivoire,80.0,3.0,0.0
Croatia,442.0,22.0,1.0
Cuba,57.0,1.0,1.0
Cyprus,132.0,3.0,3.0
Czech Republic,1654.0,10.0,6.0
Denmark,1862.0,41.0,34.0
Diamond Princess,712.0,587.0,10.0
Djibouti,11.0,0.0,0.0
Dominica,7.0,0.0,0.0
Dominican Republic,392.0,3.0,10.0
Ecuador,1173.0,3.0,28.0
Egypt,456.0,95.0,21.0
El Salvador,9.0,0.0,0.0
Equatorial Guinea,9.0,0.0,0.0
Eritrea,4.0,0.0,0.0
Estonia,404.0,8.0,1.0
Eswatini,4.0,0.0,0.0
Ethiopia,12.0,0.0,0.0
Fiji,5.0,0.0,0.0
Finland,880.0,10.0,3.0
France,25600.0,3907.0,1333.0
Gabon,6.0,0.0,1.0
Gambia,3.0,0.0,1.0
Georgia,75.0,10.0,0.0
Germany,37323.0,3547.0,206.0
Ghana,93.0,0.0,4.0
Greece,821.0,36.0,22.0
Grenada,1.0,0.0,0.0
Guatemala,24.0,4.0,1.0
Guinea,4.0,0.0,0.0
Guinea-Bissau,2.0,0.0,0.0
Guyana,5.0,0.0,1.0
Haiti,8.0,0.0,0.0
Vatican City,4.0,0.0,0.0
Honduras,36.0,0.0,0.0
Hungary,226.0,21.0,10.0
Iceland,737.0,56.0,2.0
India,657.0,43.0,12.0
Indonesia,790.0,31.0,58.0
Iran,27017.0,9625.0,2077.0
Iraq,346.0,103.0,29.0
Ireland,1564.0,5.0,9.0
Israel,2369.0,58.0,5.0
Italy,74386.0,9362.0,7503.0
Jamaica,26.0,2.0,1.0
Japan,1314.0,310.0,45.0
Jordan,172.0,1.0,0.0
Kazakhstan,81.0,0.0,0.0
Kenya,28.0,1.0,0.0
South Korea,9137.0,3730.0,126.0
Kosovo,63.0,0.0,1.0
Kuwait,195.0,43.0,0.0
Kyrgyzstan,44.0,0.0,0.0
Laos,3.0,0.0,0.0
Latvia,221.0,1.0,0.0
Lebanon,333.0,20.0,6.0
Liberia,3.0,0.0,0.0
Libya,1.0,0.0,0.0
Liechtenstein,51.0,7.0,0.0
Lithuania,274.0,1.0,4.0
Luxembourg,1333.0,6.0,8.0
Madagascar,19.0,0.0,0.0
Malaysia,1796.0,199.0,20.0
Maldives,13.0,8.0,0.0
Mali,2.0,0.0,0.0
Malta,129.0,2.0,0.0
Mauritania,2.0,0.0,0.0
Mauritius,48.0,0.0,2.0
Mexico,475.0,4.0,6.0
Moldova,149.0,2.0,1.0
Monaco,31.0,1.0,0.0
Mongolia,10.0,0.0,0.0
Montenegro,52.0,0.0,1.0
Morocco,225.0,7.0,6.0
Mozambique,5.0,0.0,0.0
Namibia,7.0,2.0,0.0
Nepal,3.0,1.0,0.0
Netherlands,6438.0,1.0,357.0
New Zealand,205.0,22.0,0.0
Nicaragua,2.0,0.0,0.0
Niger,7.0,0.0,1.0
Nigeria,51.0,2.0,1.0
North Macedonia,177.0,1.0,3.0
Norway,3084.0,6.0,14.0
Oman,99.0,17.0,0.0
Pakistan,1201.0,21.0,9.0
Panama,443.0,1.0,8.0
Papua New Guinea,1.0,0.0,0.0
Paraguay,37.0,0.0,3.0
Peru,480.0,1.0,9.0
Philippines,636.0,26.0,38.0
