Region,Confirmed,Recovered,Deceased
Afghanistan,155287.0,0.0,7212.0
Albania,171794.0,0.0,2713.0
Algeria,203915.0,0.0,5826.0
Andorra,15267.0,0.0,130.0
Angola,58943.0,0.0,1577.0
Antigua and Barbuda,3503.0,0.0,85.0
Argentina,5260719.0,0.0,115283.0
Armenia,265317.0,0.0,5397.0
Australia,115800.0,0.0,1357.0
Austria,744732.0,0.0,13547.0
Azerbaijan,486378.0,0.0,6584.0
Bahamas,21312.0,0.0,557.0
Bahrain,275279.0,0.0,1389.0
Bangladesh,1558758.0,0.0,27591.0
Barbados,9205.0,0.0,81.0
Belarus,545843.0,0.0,4200.0
Belgium,1251857.0,31130.0,25632.0
Belize,21422.0,0.0,422.0
Benin,23890.0,0.0,159.0
Bhutan,2608.0,0.0,3.0
Bolivia,501616.0,0.0,18766.0
Bosnia and Herzegovina,237017.0,0.0,10726.0
Botswana,179220.0,0.0,2368.0
Brazil,21483481.0,0.0,598406.0
Brunei,7904.0,0.0,60.0
Bulgaria,508800.0,0.0,21216.0
Burkina Faso,14341.0,0.0,187.0
Burma,469782.0,0.0,17921.0
Burundi,18271.0,0.0,38.0
Cabo Verde,37658.0,0.0,342.0
Cambodia,113475.0,0.0,2406.0
Cameroon,92303.0,0.0,1459.0
Canada,1645467.0,0.0,28003.0
Central African Republic,11385.0,0.0,100.0
Chad,5044.0,0.0,174.0
Chile,1657256.0,0.0,37500.0
China,119916.0,0.0,4849.0
Colombia,4963243.0,0.0,126425.0
Comoros,4155.0,0.0,147.0
Congo (Brazzaville),14561.0,0.0,199.0
Congo (Kinshasa),57034.0,0.0,1086.0
Costa Rica,537916.0,0.0,6494.0
Cote d'Ivoire,60424.0,0.0,640.0
Croatia,408918.0,0.0,8685.0
Cuba,895719.0,0.0,7618.0
Cyprus,120498.0,0.0,554.0
Czech Republic,1694107.0,0.0,30478.0
Denmark,362219.0,0.0,2666.0
Diamond Princess,712.0,0.0,13.0
Djibouti,12976.0,0.0,172.0
Dominica,3699.0,0.0,22.0
Dominican Republic,361402.0,0.0,4055.0
Ecuador,511067.0,0.0,32806.0
Egypt,307569.0,0.0,17469.0
El Salvador,104348.0,0.0,3293.0
Equatorial Guinea,12532.0,0.0,150.0
Eritrea,6723.0,0.0,42.0
Estonia,158895.0,0.0,1370.0
Eswatini,46097.0,0.0,1224.0
Ethiopia,349231.0,0.0,5765.0
Fiji,51224.0,0.0,634.0
Finland,143997.0,0.0,1134.0
France,7121507.0,0.0,117657.0
Gabon,31058.0,0.0,194.0
Gambia,9935.0,0.0,338.0
Georgia,618620.0,0.0,9068.0
Germany,4255388.0,0.0,93793.0
Ghana,127482.0,0.0,1156.0
Greece,663433.0,0.0,14956.0
Grenada,5434.0,0.0,162.0
Guatemala,566636.0,0.0,13750.0
Guinea,30445.0,0.0,381.0
Guinea-Bissau,6112.0,0.0,135.0
Guyana,32483.0,0.0,799.0
Haiti,21972.0,0.0,615.0
Vatican City,27.0,0.0,0.0
Honduras,368324.0,0.0,9878.0
Hungary,824876.0,0.0,30230.0
Iceland,11958.0,0.0,33.0
India,33853048.0,0.0,449260.0
Indonesia,4220206.0,0.0,142261.0
Iran,5638735.0,0.0,121347.0
Iraq,2011634.0,0.0,22392.0
Ireland,394519.0,0.0,5249.0
Israel,1293498.0,0.0,7843.0
Italy,4683646.0,0.0,131068.0
Jamaica,84914.0,0.0,1922.0
Japan,1709325.0,0.0,17756.0
Jordan,827504.0,0.0,10753.0
Kazakhstan,970616.0,0.0,16179.0
Kenya,250191.0,0.0,5141.0
Kiribati,2.0,0.0,0.0
South Korea,321352.0,0.0,2524.0
Kosovo,160200.0,0.0,2962.0
Kuwait,411855.0,0.0,2452.0
Kyrgyzstan,178783.0,0.0,2608.0
Laos,25524.0,0.0,22.0
Latvia,162120.0,0.0,2743.0
Lebanon,626198.0,0.0,8356.0
Lesotho,21363.0,0.0,650.0
Liberia,5799.0,0.0,286.0
Libya,342558.0,0.0,4702.0
Liechtenstein,3560.0,0.0,58.0
Lithuania,339491.0,0.0,5105.0
Luxembourg,78521.0,0.0,835.0
MS Zaandam,9.0,0.0,2.0
Madagascar,42898.0,0.0,958.0
Malawi,61619.0,0.0,2284.0
Malaysia,2285640.0,0.0,26759.0
Maldives,85107.0,0.0,232.0
Mali,15303.0,0.0,550.0
Malta,37221.0,0.0,459.0
Marshall Islands,4.0,0.0,0.0
Mauritania,36163.0,0.0,778.0
Mauritius,16083.0,0.0,100.0
Mexico,3684242.0,0.0,279106.0
Micronesia,1.0,0.0,0.0
Moldova,298310.0,0.0,6877.0
Monaco,3317.0,0.0,33.0
Mongolia,405365.0,0.0,1274.0
Montenegro,133005.0,0.0,1943.0
Morocco,935560.0,0.0,14355.0
Mozambique,150807.0,0.0,1919.0
Namibia,127862.0,0.0,3517.0
Nepal,798004.0,0.0,11174.0
Netherlands,2050190.0,0.0,18603.0
New Zealand,4409.0,0.0,30.0
Nicaragua,11273.0,0.0,204.0
Niger,6042.0,0.0,203.0
Nigeria,206279.0,0.0,2724.0
North Macedonia,192654.0,0.0,6719.0
Norway,191017.0,0.0,861.0
Oman,303769.0,0.0,4096.0
Pakistan,1252656.0,0.0,27947.0
Palau,5.0,0.0,0.0
Panama,467861.0,0.0,7244.0
