Region,Confirmed,Recovered,Deceased
Afghanistan,153033.0,0.0,7109.0
Albania,144847.0,0.0,2492.0
Algeria,195162.0,0.0,5209.0
Andorra,15025.0,0.0,130.0
Angola,47168.0,0.0,1201.0
Antigua and Barbuda,1651.0,0.0,43.0
Argentina,5173531.0,0.0,111383.0
Armenia,241336.0,0.0,4823.0
Australia,52611.0,0.0,1003.0
Austria,685956.0,0.0,10781.0
Azerbaijan,417996.0,0.0,5553.0
Bahamas,17940.0,0.0,354.0
Bahrain,272341.0,0.0,1388.0
Bangladesh,1493537.0,0.0,26015.0
Barbados,4931.0,0.0,49.0
Belarus,479306.0,0.0,3757.0
Belgium,1177909.0,31130.0,25360.0
Belize,16012.0,0.0,356.0
Benin,13366.0,0.0,128.0
Bhutan,2594.0,0.0,3.0
Bolivia,490056.0,0.0,18411.0
Bosnia and Herzegovina,212306.0,0.0,9785.0
Botswana,153793.0,0.0,2213.0
Brazil,20745549.0,0.0,579565.0
Brunei,2462.0,0.0,7.0
Bulgaria,451599.0,0.0,18731.0
Burkina Faso,13762.0,0.0,171.0
Burma,392300.0,0.0,15183.0
Burundi,11994.0,0.0,38.0
Cabo Verde,35227.0,0.0,309.0
Cambodia,92208.0,0.0,1881.0
Cameroon,83425.0,0.0,1350.0
Canada,1494699.0,0.0,27083.0
Central African Republic,11270.0,0.0,99.0
Chad,4991.0,0.0,174.0
Chile,1637829.0,0.0,36885.0
China,117879.0,0.0,4848.0
Colombia,4905258.0,0.0,124811.0
Comoros,4062.0,0.0,147.0
Congo (Brazzaville),13533.0,0.0,183.0
Congo (Kinshasa),54508.0,0.0,1057.0
Costa Rica,455784.0,0.0,5431.0
Cote d'Ivoire,55108.0,0.0,430.0
Croatia,373191.0,0.0,8325.0
Cuba,640438.0,0.0,5144.0
Cyprus,114791.0,0.0,506.0
Czech Republic,1678862.0,0.0,30402.0
Denmark,345421.0,0.0,2582.0
Diamond Princess,712.0,0.0,13.0
Djibouti,11741.0,0.0,157.0
Dominica,1638.0,0.0,4.0
Dominican Republic,349859.0,0.0,4007.0
Ecuador,501140.0,0.0,32232.0
Egypt,287899.0,0.0,16721.0
El Salvador,94060.0,0.0,2898.0
Equatorial Guinea,9326.0,0.0,124.0
Eritrea,6640.0,0.0,37.0
Estonia,141344.0,0.0,1289.0
Eswatini,42828.0,0.0,1081.0
Ethiopia,306117.0,0.0,4644.0
Fiji,46027.0,0.0,479.0
Finland,126767.0,0.0,1050.0
France,6827310.0,0.0,114627.0
Gabon,25819.0,0.0,165.0
Gambia,9626.0,0.0,314.0
Georgia,543118.0,0.0,7251.0
Germany,3932547.0,0.0,92130.0
Ghana,117636.0,0.0,1008.0
Greece,581315.0,0.0,13636.0
Grenada,357.0,0.0,1.0
Guatemala,465059.0,0.0,11858.0
Guinea,29209.0,0.0,326.0
Guinea-Bissau,5766.0,0.0,117.0
Guyana,25323.0,0.0,611.0
Haiti,20833.0,0.0,584.0
Vatican City,27.0,0.0,0.0
Honduras,335398.0,0.0,8832.0
Hungary,811706.0,0.0,30057.0
Iceland,10658.0,0.0,33.0
India,32737939.0,0.0,438210.0
Indonesia,4073831.0,0.0,131923.0
Iran,4926964.0,0.0,106482.0
Iraq,1874435.0,0.0,20699.0
Ireland,349773.0,0.0,5092.0
Israel,1051609.0,0.0,6989.0
Italy,4530246.0,0.0,129093.0
Jamaica,66663.0,0.0,1504.0
Japan,1462979.0,0.0,15955.0
Jordan,795161.0,0.0,10383.0
Kazakhstan,854842.0,0.0,12655.0
Kenya,234952.0,0.0,4710.0
Kiribati,2.0,0.0,0.0
South Korea,250051.0,0.0,2284.0
Kosovo,142671.0,0.0,2457.0
Kuwait,409552.0,0.0,2417.0
Kyrgyzstan,175437.0,0.0,2518.0
Laos,14641.0,0.0,12.0
Latvia,142319.0,0.0,2573.0
Lebanon,600451.0,0.0,8044.0
Lesotho,14395.0,0.0,403.0
Liberia,5538.0,0.0,245.0
Libya,305793.0,0.0,4184.0
Liechtenstein,3379.0,0.0,58.0
Lithuania,297777.0,0.0,4539.0
Luxembourg,75517.0,0.0,830.0
MS Zaandam,9.0,0.0,2.0
Madagascar,42862.0,0.0,955.0
Malawi,60345.0,0.0,2161.0
Malaysia,1706089.0,0.0,16087.0
Maldives,80791.0,0.0,226.0
Mali,14857.0,0.0,539.0
Malta,36089.0,0.0,440.0
Marshall Islands,4.0,0.0,0.0
Mauritania,33309.0,0.0,705.0
Mauritius,10196.0,0.0,29.0
Mexico,3335700.0,0.0,258165.0
Micronesia,1.0,0.0,0.0
Moldova,266988.0,0.0,6394.0
Monaco,3183.0,0.0,33.0
Mongolia,209066.0,0.0,931.0
Montenegro,114364.0,0.0,1716.0
Morocco,853373.0,0.0,12437.0
Mozambique,145863.0,0.0,1851.0
Namibia,124716.0,0.0,3372.0
Nepal,759222.0,0.0,10714.0
Netherlands,1973884.0,0.0,18342.0
New Zealand,3520.0,0.0,26.0
Nicaragua,11167.0,0.0,199.0
Niger,5839.0,0.0,198.0
Nigeria,191345.0,0.0,2454.0
North Macedonia,175330.0,0.0,5869.0
Norway,157040.0,0.0,814.0
Oman,302132.0,0.0,4057.0
Pakistan,1156281.0,0.0,25670.0
Palau,2.0,0.0,0.0
Panama,456666.0,0.0,7046.0
Papua New Guinea,17838.0,0.0,192.0
Paraguay,458404.0,0.0,15723.0
Peru,2147285.0,0.0,198115.0
Philippines,1954023.0,0.0,33109.0
Poland,2888231.0,0.0,75340.0
Portugal,1034947.0,0.0,17721.0
Qatar,232366.0,0.0,602.0
Romania,1096753.0,0.0,34528.0
Russia,6785465.0,0.0,178457.0
Rwanda,86613.0,0.0,1079.0
Saint Kitts and Nevis,1053.0,0.0,3.0
Saint Lucia,8111.0,0.0,103.0
Saint Vincent and the Grenadines,2331.0,0.0,12.0
Samoa,3.0,0.0,0.0
San Marino,5314.0,0.0,90.0
Sao Tome and Principe,2590.0,0.0,37.0
Saudi Arabia,543318.0,0.0,8512.0
Senegal,72709.0,0.0,1749.0
Serbia,757617.0,15564.0,7266.0
Seychelles,19910.0,0.0,102.0
Sierra Leone,6363.0,0.0,121.0
Singapore,67171.0,0.0,55.0
Slovakia,779460.0,0.0,12548.0
Slovenia,266514.0,0.0,4448.0
Solomon Islands,20.0,0.0,0.0
Somalia,17302.0,0.0,963.0
South Africa,2764931.0,0.0,81595.0
South Sudan,11403.0,0.0,120.0
Spain,4831809.0,0.0,84000.0
Sri Lanka,426169.0,0.0,8775.0
Sudan,37699.0,0.0,2831.0
Summer Olympics 2020,777.0,0.0,0.0
Suriname,28840.0,0.0,715.0
Sweden,1123413.0,0.0,14685.0
Switzerland,770765.0,0.0,10883.0
Syria,27654.0,0.0,2003.0
Taiwan,15983.0,0.0,834.0
Tajikistan,17178.0,0.0,125.0
Tanzania,1367.0,0.0,50.0
Thailand,1174091.0,0.0,11143.0
Timor-Leste,16402.0,0.0,62.0
Togo,21181.0,0.0,180.0
Trinidad and Tobago,44481.0,0.0,1278.0
Tunisia,660587.0,0.0,23369.0
Turkey,6346881.0,0.0,56213.0
United States of America,38974539.0,6298082.0,637769.0
Uganda,119732.0,0.0,2991.0
Ukraine,2381553.0,0.0,56900.0
United Arab Emirates,716381.0,0.0,2038.0
United Kingdom,6762927.0,0.0,132760.0
Uruguay,384692.0,0.0,6029.0
Uzbekistan,154844.0,0.0,1070.0
Vanuatu,4.0,0.0,1.0
Venezuela,333125.0,0.0,3998.0
Vietnam,435265.0,0.0,10749.0
West Bank and Gaza,337405.0,0.0,3672.0
Yemen,7784.0,0.0,1461.0
Zambia,206051.0,0.0,3596.0
Zimbabwe,124437.0,0.0,4401.0
Global Total,217005573.0,6344776.0,4502036.0
