Region,Confirmed,Recovered,Deceased
Afghanistan,153148.0,0.0,7116.0
Albania,145333.0,0.0,2495.0
Algeria,195574.0,0.0,5240.0
Andorra,15032.0,0.0,130.0
Angola,47331.0,0.0,1210.0
Antigua and Barbuda,1713.0,0.0,44.0
Argentina,5178889.0,0.0,111607.0
Armenia,241611.0,0.0,4830.0
Australia,53868.0,0.0,1006.0
Austria,687076.0,0.0,10782.0
Azerbaijan,421103.0,0.0,5592.0
Bahamas,18139.0,0.0,354.0
Bahrain,272453.0,0.0,1388.0
Bangladesh,1497261.0,0.0,26109.0
Barbados,4931.0,0.0,49.0
Belarus,480364.0,0.0,3768.0
Belgium,1182810.0,31130.0,25374.0
Belize,16220.0,0.0,359.0
Benin,13366.0,0.0,128.0
Bhutan,2595.0,0.0,3.0
Bolivia,490467.0,0.0,18429.0
Bosnia and Herzegovina,213379.0,0.0,9792.0
Botswana,156927.0,0.0,2261.0
Brazil,20758350.0,0.0,579883.0
Brunei,2641.0,0.0,8.0
Bulgaria,453689.0,0.0,18840.0
Burkina Faso,13768.0,0.0,171.0
Burma,395883.0,0.0,15287.0
Burundi,11994.0,0.0,38.0
Cabo Verde,35283.0,0.0,310.0
Cambodia,92616.0,0.0,1892.0
Cameroon,83425.0,0.0,1350.0
Canada,1501141.0,0.0,27111.0
Central African Republic,11270.0,0.0,99.0
Chad,4991.0,0.0,174.0
Chile,1638330.0,0.0,36923.0
China,117919.0,0.0,4848.0
Colombia,4907264.0,0.0,124883.0
Comoros,4065.0,0.0,147.0
Congo (Brazzaville),13588.0,0.0,183.0
Congo (Kinshasa),54863.0,0.0,1059.0
Costa Rica,461145.0,0.0,5492.0
Cote d'Ivoire,55518.0,0.0,436.0
Croatia,373330.0,0.0,8331.0
Cuba,646513.0,0.0,5219.0
Cyprus,114999.0,0.0,508.0
Czech Republic,1678944.0,0.0,30402.0
Denmark,346183.0,0.0,2582.0
Diamond Princess,712.0,0.0,13.0
Djibouti,11747.0,0.0,157.0
Dominica,1638.0,0.0,4.0
Dominican Republic,350017.0,0.0,4007.0
Ecuador,501201.0,0.0,32244.0
Egypt,288162.0,0.0,16727.0
El Salvador,94060.0,0.0,2909.0
Equatorial Guinea,9326.0,0.0,124.0
Eritrea,6642.0,0.0,38.0
Estonia,141599.0,0.0,1291.0
Eswatini,43054.0,0.0,1094.0
Ethiopia,306810.0,0.0,4660.0
Fiji,46211.0,0.0,489.0
Finland,127231.0,0.0,1051.0
France,6834998.0,0.0,114778.0
Gabon,25819.0,0.0,165.0
Gambia,9698.0,0.0,319.0
Georgia,545033.0,0.0,7329.0
Germany,3937106.0,0.0,92140.0
Ghana,118266.0,0.0,1017.0
Greece,583658.0,0.0,13656.0
Grenada,357.0,0.0,1.0
Guatemala,465799.0,0.0,11886.0
Guinea,29400.0,0.0,335.0
Guinea-Bissau,5766.0,0.0,117.0
Guyana,25403.0,0.0,613.0
Haiti,20850.0,0.0,584.0
Vatican City,27.0,0.0,0.0
Honduras,338757.0,0.0,8850.0
Hungary,812227.0,0.0,30057.0
Iceland,10705.0,0.0,33.0
India,32768880.0,0.0,438560.0
Indonesia,4079267.0,0.0,132491.0
Iran,4960744.0,0.0,107151.0
Iraq,1881213.0,0.0,20764.0
Ireland,351065.0,0.0,5092.0
Israel,1061488.0,0.0,7043.0
Italy,4534499.0,0.0,129146.0
Jamaica,67402.0,0.0,1510.0
Japan,1476653.0,0.0,16001.0
Jordan,796259.0,0.0,10398.0
Kazakhstan,859203.0,0.0,12936.0
Kenya,235298.0,0.0,4720.0
Kiribati,2.0,0.0,0.0
South Korea,251421.0,0.0,2285.0
Kosovo,143603.0,0.0,2477.0
Kuwait,409736.0,0.0,2418.0
Kyrgyzstan,175589.0,0.0,2524.0
Laos,14816.0,0.0,14.0
Latvia,142400.0,0.0,2573.0
Lebanon,601226.0,0.0,8048.0
Lesotho,14395.0,0.0,403.0
Liberia,5594.0,0.0,245.0
Libya,307471.0,0.0,4213.0
Liechtenstein,3385.0,0.0,58.0
Lithuania,298165.0,0.0,4547.0
Luxembourg,75672.0,0.0,830.0
MS Zaandam,9.0,0.0,2.0
Madagascar,42862.0,0.0,955.0
Malawi,60386.0,0.0,2168.0
Malaysia,1725357.0,0.0,16382.0
Maldives,80960.0,0.0,226.0
Mali,14873.0,0.0,539.0
Malta,36123.0,0.0,440.0
Marshall Islands,4.0,0.0,0.0
Mauritania,33432.0,0.0,711.0
Mauritius,10196.0,0.0,29.0
Mexico,3341264.0,0.0,258491.0
Micronesia,1.0,0.0,0.0
Moldova,267204.0,0.0,6397.0
Monaco,3188.0,0.0,33.0
Mongolia,211275.0,0.0,937.0
Montenegro,114787.0,0.0,1720.0
