Region,Confirmed,Recovered,Deceased
Afghanistan,145552.0,82586.0,6577.0
Albania,132952.0,130174.0,2457.0
Algeria,167131.0,112900.0,4161.0
Andorra,14586.0,14113.0,127.0
Angola,42288.0,35964.0,1000.0
Antigua and Barbuda,1288.0,1229.0,43.0
Argentina,4891810.0,4529259.0,104822.0
Armenia,229370.0,219379.0,4597.0
Australia,33726.0,24022.0,923.0
Austria,657501.0,641880.0,10737.0
Azerbaijan,341933.0,332393.0,5014.0
Bahamas,14457.0,12501.0,286.0
Bahrain,268846.0,266571.0,1383.0
Bangladesh,1210982.0,1035884.0,20016.0
Barbados,4364.0,4158.0,48.0
Belarus,442831.0,436903.0,3424.0
Belgium,1121089.0,31130.0,25231.0
Belize,14069.0,13311.0,337.0
Benin,8394.0,8136.0,108.0
Bhutan,2501.0,2331.0,2.0
Bolivia,470929.0,404509.0,17754.0
Bosnia and Herzegovina,205566.0,189259.0,9686.0
Botswana,102124.0,87517.0,1485.0
Brazil,19805359.0,17742532.0,553501.0
Brunei,333.0,270.0,3.0
Bulgaria,424295.0,398388.0,18205.0
Burkina Faso,13560.0,13361.0,169.0
Burma,284099.0,197994.0,8210.0
Burundi,6715.0,773.0,9.0
Cabo Verde,33682.0,32879.0,298.0
Cambodia,75152.0,67692.0,1339.0
Cameroon,82064.0,35261.0,1334.0
Canada,1436199.0,1403323.0,26571.0
Central African Republic,7148.0,6859.0,98.0
Chad,4972.0,4789.0,174.0
Chile,1611917.0,1567236.0,35176.0
China,104850.0,99048.0,4848.0
Colombia,4757139.0,4545346.0,119801.0
Comoros,4024.0,3864.0,147.0
Congo (Brazzaville),13156.0,11759.0,177.0
Congo (Kinshasa),48970.0,29497.0,1023.0
Costa Rica,403511.0,326649.0,4997.0
Cote d'Ivoire,49775.0,49040.0,326.0
Croatia,363039.0,353748.0,8249.0
Cuba,358378.0,312169.0,2560.0
Cyprus,100867.0,39061.0,411.0
Czech Republic,1673017.0,1639698.0,30362.0
Denmark,315223.0,301143.0,2548.0
Diamond Princess,712.0,699.0,13.0
Djibouti,11647.0,11480.0,155.0
Dominica,210.0,200.0,0.0
Dominican Republic,340814.0,312204.0,3953.0
Ecuador,480720.0,443880.0,30797.0
Egypt,284128.0,228836.0,16507.0
El Salvador,86059.0,76056.0,2587.0
Equatorial Guinea,8880.0,8637.0,123.0
Eritrea,6539.0,6378.0,34.0
Estonia,132891.0,128613.0,1271.0
Eswatini,24247.0,20362.0,770.0
Ethiopia,279153.0,263066.0,4376.0
Fiji,26196.0,6706.0,218.0
Finland,104495.0,46000.0,982.0
France,6117020.0,411797.0,111925.0
Gabon,25370.0,25143.0,163.0
Gambia,7709.0,6600.0,212.0
Georgia,410830.0,377597.0,5751.0
Germany,3769552.0,3653990.0,91709.0
Ghana,103019.0,97213.0,823.0
Greece,485015.0,93764.0,12926.0
Grenada,164.0,161.0,1.0
Guatemala,358798.0,314439.0,10224.0
Guinea,25293.0,24024.0,208.0
Guinea-Bissau,4334.0,3854.0,74.0
Guyana,22234.0,20773.0,530.0
Haiti,20000.0,12961.0,537.0
Vatican City,27.0,27.0,0.0
Honduras,292969.0,99072.0,7758.0
Hungary,809362.0,746981.0,30025.0
Iceland,7545.0,6668.0,30.0
India,31528114.0,30701612.0,422662.0
Indonesia,3287727.0,2640676.0,88659.0
Iran,3792014.0,3310163.0,89782.0
Iraq,1590528.0,1437759.0,18484.0
Ireland,296687.0,23364.0,5035.0
Israel,867240.0,845805.0,6462.0
Italy,4330739.0,4128568.0,128010.0
Jamaica,52322.0,46911.0,1182.0
Japan,892599.0,823745.0,15159.0
Jordan,768382.0,749025.0,10000.0
Kazakhstan,617387.0,517244.0,9077.0
Kenya,199941.0,187824.0,3895.0
Kiribati,2.0,0.0,0.0
South Korea,195099.0,171559.0,2085.0
Kosovo,108131.0,105616.0,2269.0
Kuwait,395479.0,380175.0,2303.0
Kyrgyzstan,160085.0,140039.0,2288.0
Laos,5434.0,2503.0,6.0
Latvia,138650.0,135463.0,2554.0
Lebanon,558369.0,536623.0,7897.0
Lesotho,12887.0,6649.0,363.0
Liberia,5404.0,2715.0,148.0
Libya,243470.0,188973.0,3453.0
Liechtenstein,3185.0,3003.0,58.0
Lithuania,281629.0,268834.0,4412.0
Luxembourg,73744.0,71631.0,822.0
MS Zaandam,9.0,7.0,2.0
Madagascar,42615.0,41091.0,942.0
Malawi,50381.0,37196.0,1561.0
Malaysia,1061476.0,877810.0,8551.0
Maldives,77094.0,74335.0,220.0
Mali,14563.0,13934.0,531.0
Malta,33995.0,30982.0,423.0
Marshall Islands,4.0,4.0,0.0
Mauritania,24662.0,21780.0,547.0
Mauritius,3913.0,1854.0,19.0
Mexico,2790874.0,2181291.0,239616.0
Micronesia,1.0,1.0,0.0
Moldova,259018.0,251741.0,6250.0
Monaco,2833.0,2674.0,33.0
Mongolia,161575.0,160662.0,802.0
Montenegro,101496.0,98893.0,1627.0
Morocco,597876.0,550882.0,9665.0
