Date,Region,Confirmed,Recovered/Migrated,Deceased
23-01-2020,China,548.0,28.0,17.0
23-01-2020,Japan,2.0,0.0,0.0
23-01-2020,South Korea,1.0,0.0,0.0
23-01-2020,Taiwan,1.0,0.0,0.0
23-01-2020,Thailand,2.0,0.0,0.0
23-01-2020,United States of America,1.0,0.0,0.0
23-01-2020,Global Total,555.0,28.0,17.0
24-01-2020,China,643.0,30.0,18.0
24-01-2020,Japan,2.0,0.0,0.0
24-01-2020,South Korea,1.0,0.0,0.0
24-01-2020,Singapore,1.0,0.0,0.0
24-01-2020,Taiwan,1.0,0.0,0.0
24-01-2020,Thailand,3.0,0.0,0.0
24-01-2020,United States of America,1.0,0.0,0.0
24-01-2020,Vietnam,2.0,0.0,0.0
24-01-2020,Global Total,654.0,30.0,18.0
25-01-2020,China,920.0,36.0,26.0
25-01-2020,France,2.0,0.0,0.0
25-01-2020,Japan,2.0,0.0,0.0
25-01-2020,South Korea,2.0,0.0,0.0
25-01-2020,Singapore,3.0,0.0,0.0
25-01-2020,Taiwan,3.0,0.0,0.0
25-01-2020,Thailand,5.0,0.0,0.0
25-01-2020,United States of America,2.0,0.0,0.0
25-01-2020,Vietnam,2.0,0.0,0.0
25-01-2020,Global Total,941.0,36.0,26.0
26-01-2020,China,1406.0,39.0,42.0
26-01-2020,France,3.0,0.0,0.0
26-01-2020,Japan,2.0,0.0,0.0
26-01-2020,South Korea,2.0,0.0,0.0
26-01-2020,Malaysia,3.0,0.0,0.0
26-01-2020,Nepal,1.0,0.0,0.0
26-01-2020,Singapore,3.0,0.0,0.0
26-01-2020,Taiwan,3.0,0.0,0.0
26-01-2020,Thailand,7.0,0.0,0.0
26-01-2020,United States of America,2.0,0.0,0.0
26-01-2020,Vietnam,2.0,0.0,0.0
26-01-2020,Global Total,1434.0,39.0,42.0
27-01-2020,Australia,4.0,0.0,0.0
27-01-2020,Canada,1.0,0.0,0.0
27-01-2020,China,2075.0,49.0,56.0
27-01-2020,France,3.0,0.0,0.0
27-01-2020,Japan,4.0,1.0,0.0
27-01-2020,South Korea,3.0,0.0,0.0
27-01-2020,Malaysia,4.0,0.0,0.0
27-01-2020,Nepal,1.0,0.0,0.0
27-01-2020,Singapore,4.0,0.0,0.0
27-01-2020,Taiwan,4.0,0.0,0.0
27-01-2020,Thailand,8.0,2.0,0.0
27-01-2020,United States of America,5.0,0.0,0.0
27-01-2020,Vietnam,2.0,0.0,0.0
27-01-2020,Global Total,2118.0,52.0,56.0
28-01-2020,Australia,5.0,0.0,0.0
28-01-2020,Cambodia,1.0,0.0,0.0
28-01-2020,Canada,1.0,0.0,0.0
28-01-2020,China,2877.0,58.0,82.0
28-01-2020,France,3.0,0.0,0.0
28-01-2020,Germany,1.0,0.0,0.0
28-01-2020,Japan,4.0,1.0,0.0
28-01-2020,South Korea,4.0,0.0,0.0
28-01-2020,Malaysia,4.0,0.0,0.0
28-01-2020,Nepal,1.0,0.0,0.0
28-01-2020,Singapore,5.0,0.0,0.0
28-01-2020,Sri Lanka,1.0,0.0,0.0
28-01-2020,Taiwan,5.0,0.0,0.0
28-01-2020,Thailand,8.0,2.0,0.0
28-01-2020,United States of America,5.0,0.0,0.0
28-01-2020,Vietnam,2.0,0.0,0.0
28-01-2020,Global Total,2927.0,61.0,82.0
29-01-2020,Australia,5.0,0.0,0.0
29-01-2020,Cambodia,1.0,0.0,0.0
29-01-2020,Canada,2.0,0.0,0.0
29-01-2020,China,5509.0,101.0,131.0
29-01-2020,France,4.0,0.0,0.0
29-01-2020,Germany,4.0,0.0,0.0
29-01-2020,Japan,7.0,1.0,0.0
29-01-2020,South Korea,4.0,0.0,0.0
29-01-2020,Malaysia,4.0,0.0,0.0
29-01-2020,Nepal,1.0,0.0,0.0
29-01-2020,Singapore,7.0,0.0,0.0
29-01-2020,Sri Lanka,1.0,0.0,0.0
29-01-2020,Taiwan,8.0,0.0,0.0
29-01-2020,Thailand,14.0,5.0,0.0
29-01-2020,United States of America,5.0,0.0,0.0
29-01-2020,Vietnam,2.0,0.0,0.0
29-01-2020,Global Total,5578.0,107.0,131.0
30-01-2020,Australia,6.0,0.0,0.0
30-01-2020,Cambodia,1.0,0.0,0.0
30-01-2020,Canada,2.0,0.0,0.0
30-01-2020,China,6087.0,120.0,133.0
30-01-2020,Finland,1.0,0.0,0.0
30-01-2020,France,5.0,0.0,0.0
30-01-2020,Germany,4.0,0.0,0.0
30-01-2020,Japan,7.0,1.0,0.0
30-01-2020,South Korea,4.0,0.0,0.0
30-01-2020,Malaysia,7.0,0.0,0.0
30-01-2020,Nepal,1.0,0.0,0.0
30-01-2020,Singapore,7.0,0.0,0.0
30-01-2020,Sri Lanka,1.0,0.0,0.0
30-01-2020,Taiwan,8.0,0.0,0.0
30-01-2020,Thailand,14.0,5.0,0.0
30-01-2020,United States of America,5.0,0.0,0.0
30-01-2020,United Arab Emirates,4.0,0.0,0.0
30-01-2020,Vietnam,2.0,0.0,0.0
30-01-2020,Global Total,6166.0,126.0,133.0
31-01-2020,Australia,9.0,2.0,0.0
31-01-2020,Cambodia,1.0,0.0,0.0
31-01-2020,Canada,2.0,0.0,0.0
31-01-2020,China,8141.0,135.0,171.0
31-01-2020,Finland,1.0,0.0,0.0
31-01-2020,France,5.0,0.0,0.0
31-01-2020,Germany,4.0,0.0,0.0
31-01-2020,India,1.0,0.0,0.0
31-01-2020,Japan,11.0,1.0,0.0
31-01-2020,South Korea,4.0,0.0,0.0
31-01-2020,Malaysia,8.0,0.0,0.0
31-01-2020,Nepal,1.0,0.0,0.0
31-01-2020,Philippines,1.0,0.0,0.0
31-01-2020,Singapore,10.0,0.0,0.0
31-01-2020,Sri Lanka,1.0,0.0,0.0
31-01-2020,Taiwan,9.0,0.0,0.0
31-01-2020,Thailand,14.0,5.0,0.0
31-01-2020,United States of America,5.0,0.0,0.0
31-01-2020,United Arab Emirates,4.0,0.0,0.0
31-01-2020,Vietnam,2.0,0.0,0.0
31-01-2020,Global Total,8234.0,143.0,171.0
01-02-2020,Australia,9.0,2.0,0.0
01-02-2020,Cambodia,1.0,0.0,0.0
01-02-2020,Canada,4.0,0.0,0.0
01-02-2020,China,9802.0,214.0,213.0
01-02-2020,Finland,1.0,0.0,0.0
01-02-2020,France,5.0,0.0,0.0
01-02-2020,Germany,5.0,0.0,0.0
01-02-2020,India,1.0,0.0,0.0
01-02-2020,Italy,2.0,0.0,0.0
01-02-2020,Japan,15.0,1.0,0.0
01-02-2020,South Korea,11.0,0.0,0.0
01-02-2020,Malaysia,8.0,0.0,0.0
01-02-2020,Nepal,1.0,0.0,0.0
01-02-2020,Philippines,1.0,0.0,0.0
01-02-2020,Russia,2.0,0.0,0.0
01-02-2020,Singapore,13.0,0.0,0.0
01-02-2020,Sri Lanka,1.0,0.0,0.0
01-02-2020,Sweden,1.0,0.0,0.0
01-02-2020,Taiwan,10.0,0.0,0.0
01-02-2020,Thailand,19.0,5.0,0.0
01-02-2020,United States of America,7.0,0.0,0.0
01-02-2020,United Arab Emirates,4.0,0.0,0.0
01-02-2020,United Kingdom,2.0,0.0,0.0
01-02-2020,Vietnam,2.0,0.0,0.0
01-02-2020,Global Total,9927.0,222.0,213.0
02-02-2020,Australia,12.0,2.0,0.0
02-02-2020,Cambodia,1.0,0.0,0.0
02-02-2020,Canada,4.0,0.0,0.0
02-02-2020,China,11891.0,275.0,259.0
02-02-2020,Finland,1.0,0.0,0.0
02-02-2020,France,6.0,0.0,0.0
02-02-2020,Germany,8.0,0.0,0.0
02-02-2020,India,1.0,0.0,0.0
02-02-2020,Italy,2.0,0.0,0.0
02-02-2020,Japan,20.0,1.0,0.0
02-02-2020,South Korea,12.0,0.0,0.0
02-02-2020,Malaysia,8.0,0.0,0.0
02-02-2020,Nepal,1.0,0.0,0.0
02-02-2020,Philippines,1.0,0.0,0.0
02-02-2020,Russia,2.0,0.0,0.0
02-02-2020,Singapore,16.0,0.0,0.0
02-02-2020,Spain,1.0,0.0,0.0
02-02-2020,Sri Lanka,1.0,0.0,0.0
02-02-2020,Sweden,1.0,0.0,0.0
02-02-2020,Taiwan,10.0,0.0,0.0
02-02-2020,Thailand,19.0,5.0,0.0
02-02-2020,United States of America,8.0,0.0,0.0
02-02-2020,United Arab Emirates,4.0,0.0,0.0
02-02-2020,United Kingdom,2.0,0.0,0.0
02-02-2020,Vietnam,6.0,1.0,0.0
02-02-2020,Global Total,12038.0,284.0,259.0
03-02-2020,Australia,12.0,2.0,0.0
03-02-2020,Cambodia,1.0,0.0,0.0
03-02-2020,Canada,4.0,0.0,0.0
03-02-2020,China,16630.0,463.0,361.0
03-02-2020,Finland,1.0,0.0,0.0
03-02-2020,France,6.0,0.0,0.0
03-02-2020,Germany,10.0,0.0,0.0
03-02-2020,India,2.0,0.0,0.0
03-02-2020,Italy,2.0,0.0,0.0
03-02-2020,Japan,20.0,1.0,0.0
03-02-2020,South Korea,15.0,0.0,0.0
03-02-2020,Malaysia,8.0,0.0,0.0
03-02-2020,Nepal,1.0,0.0,0.0
03-02-2020,Philippines,2.0,0.0,1.0
03-02-2020,Russia,2.0,0.0,0.0
03-02-2020,Singapore,18.0,0.0,0.0
03-02-2020,Spain,1.0,0.0,0.0
03-02-2020,Sri Lanka,1.0,0.0,0.0
03-02-2020,Sweden,1.0,0.0,0.0
03-02-2020,Taiwan,10.0,0.0,0.0
03-02-2020,Thailand,19.0,5.0,0.0
03-02-2020,United States of America,8.0,0.0,0.0
03-02-2020,United Arab Emirates,5.0,0.0,0.0
03-02-2020,United Kingdom,2.0,0.0,0.0
03-02-2020,Vietnam,6.0,1.0,0.0
03-02-2020,Global Total,16787.0,472.0,362.0
04-02-2020,Australia,12.0,2.0,0.0
04-02-2020,Cambodia,1.0,0.0,0.0
04-02-2020,Canada,4.0,0.0,0.0
04-02-2020,China,19716.0,614.0,425.0
04-02-2020,Finland,1.0,0.0,0.0
04-02-2020,France,6.0,0.0,0.0
04-02-2020,Germany,12.0,0.0,0.0
04-02-2020,India,3.0,0.0,0.0
04-02-2020,Italy,2.0,0.0,0.0
04-02-2020,Japan,20.0,1.0,0.0
04-02-2020,South Korea,15.0,0.0,0.0
04-02-2020,Malaysia,8.0,0.0,0.0
04-02-2020,Nepal,1.0,0.0,0.0
04-02-2020,Philippines,2.0,0.0,1.0
04-02-2020,Russia,2.0,0.0,0.0
04-02-2020,Singapore,18.0,0.0,0.0
04-02-2020,Spain,1.0,0.0,0.0
04-02-2020,Sri Lanka,1.0,0.0,0.0
04-02-2020,Sweden,1.0,0.0,0.0
04-02-2020,Taiwan,10.0,0.0,0.0
04-02-2020,Thailand,19.0,5.0,0.0
04-02-2020,United States of America,11.0,0.0,0.0
04-02-2020,United Arab Emirates,5.0,0.0,0.0
04-02-2020,United Kingdom,8.0,0.0,0.0
04-02-2020,Vietnam,8.0,1.0,0.0
04-02-2020,Global Total,19887.0,623.0,426.0
05-02-2020,Australia,13.0,2.0,0.0
05-02-2020,Belgium,1.0,0.0,0.0
05-02-2020,Cambodia,1.0,0.0,0.0
05-02-2020,Canada,4.0,0.0,0.0
05-02-2020,China,23707.0,843.0,491.0
05-02-2020,Finland,1.0,0.0,0.0
05-02-2020,France,6.0,0.0,0.0
05-02-2020,Germany,12.0,0.0,0.0
05-02-2020,India,3.0,0.0,0.0
05-02-2020,Italy,2.0,0.0,0.0
05-02-2020,Japan,22.0,1.0,0.0
05-02-2020,South Korea,16.0,0.0,0.0
05-02-2020,Malaysia,10.0,0.0,0.0
05-02-2020,Nepal,1.0,0.0,0.0
05-02-2020,Philippines,2.0,0.0,1.0
05-02-2020,Russia,2.0,0.0,0.0
05-02-2020,Singapore,24.0,0.0,0.0
05-02-2020,Spain,1.0,0.0,0.0
05-02-2020,Sri Lanka,1.0,0.0,0.0
05-02-2020,Sweden,1.0,0.0,0.0
05-02-2020,Taiwan,11.0,0.0,0.0
05-02-2020,Thailand,25.0,5.0,0.0
05-02-2020,United States of America,11.0,0.0,0.0
05-02-2020,United Arab Emirates,5.0,0.0,0.0
05-02-2020,United Kingdom,8.0,0.0,0.0
05-02-2020,Vietnam,8.0,1.0,0.0
05-02-2020,Global Total,23898.0,852.0,492.0
06-02-2020,Australia,13.0,2.0,0.0
06-02-2020,Belgium,1.0,0.0,0.0
06-02-2020,Cambodia,1.0,0.0,0.0
06-02-2020,Canada,5.0,0.0,0.0
06-02-2020,China,27440.0,1115.0,563.0
06-02-2020,Finland,1.0,0.0,0.0
06-02-2020,France,6.0,0.0,0.0
06-02-2020,Germany,12.0,0.0,0.0
06-02-2020,India,3.0,0.0,0.0
06-02-2020,Italy,2.0,0.0,0.0
06-02-2020,Japan,22.0,1.0,0.0
06-02-2020,South Korea,19.0,0.0,0.0
06-02-2020,Malaysia,12.0,0.0,0.0
06-02-2020,Nepal,1.0,0.0,0.0
06-02-2020,Philippines,2.0,0.0,1.0
06-02-2020,Russia,2.0,0.0,0.0
06-02-2020,Singapore,28.0,0.0,0.0
06-02-2020,Spain,1.0,0.0,0.0
06-02-2020,Sri Lanka,1.0,0.0,0.0
06-02-2020,Sweden,1.0,0.0,0.0
06-02-2020,Taiwan,11.0,0.0,0.0
06-02-2020,Thailand,25.0,5.0,0.0
06-02-2020,United States of America,11.0,0.0,0.0
06-02-2020,United Arab Emirates,5.0,0.0,0.0
06-02-2020,United Kingdom,9.0,0.0,0.0
06-02-2020,Vietnam,8.0,1.0,0.0
06-02-2020,Global Total,27642.0,1124.0,564.0
07-02-2020,Australia,14.0,2.0,0.0
07-02-2020,Belgium,1.0,0.0,0.0
07-02-2020,Cambodia,1.0,0.0,0.0
07-02-2020,Canada,5.0,0.0,0.0
07-02-2020,China,30587.0,1477.0,633.0
07-02-2020,Finland,1.0,0.0,0.0
07-02-2020,France,6.0,0.0,0.0
07-02-2020,Germany,12.0,0.0,0.0
07-02-2020,India,3.0,0.0,0.0
07-02-2020,Italy,2.0,0.0,0.0
07-02-2020,Japan,22.0,1.0,0.0
07-02-2020,South Korea,23.0,0.0,0.0
07-02-2020,Malaysia,12.0,0.0,0.0
07-02-2020,Nepal,1.0,0.0,0.0
07-02-2020,Philippines,2.0,0.0,1.0
07-02-2020,Russia,2.0,0.0,0.0
07-02-2020,Singapore,28.0,0.0,0.0
07-02-2020,Spain,1.0,0.0,0.0
07-02-2020,Sri Lanka,1.0,0.0,0.0
07-02-2020,Sweden,1.0,0.0,0.0
07-02-2020,Taiwan,16.0,1.0,0.0
07-02-2020,Thailand,25.0,5.0,0.0
07-02-2020,United States of America,11.0,0.0,0.0
07-02-2020,United Arab Emirates,5.0,0.0,0.0
07-02-2020,United Kingdom,9.0,0.0,0.0
07-02-2020,Vietnam,10.0,1.0,0.0
07-02-2020,Global Total,30801.0,1487.0,634.0
08-02-2020,Australia,15.0,2.0,0.0
08-02-2020,Belgium,1.0,0.0,0.0
08-02-2020,Cambodia,1.0,0.0,0.0
08-02-2020,Canada,7.0,0.0,0.0
08-02-2020,China,34110.0,1999.0,718.0
08-02-2020,Diamond Princess,61.0,0.0,0.0
08-02-2020,Finland,1.0,0.0,0.0
08-02-2020,France,6.0,0.0,0.0
08-02-2020,Germany,13.0,0.0,0.0
08-02-2020,India,3.0,0.0,0.0
08-02-2020,Italy,3.0,0.0,0.0
08-02-2020,Japan,25.0,1.0,0.0
08-02-2020,South Korea,24.0,1.0,0.0
08-02-2020,Malaysia,12.0,1.0,0.0
08-02-2020,Nepal,1.0,0.0,0.0
08-02-2020,Philippines,3.0,0.0,1.0
08-02-2020,Russia,2.0,0.0,0.0
08-02-2020,Singapore,30.0,0.0,0.0
08-02-2020,Spain,1.0,0.0,0.0
08-02-2020,Sri Lanka,1.0,0.0,0.0
08-02-2020,Sweden,1.0,0.0,0.0
08-02-2020,Taiwan,16.0,1.0,0.0
08-02-2020,Thailand,25.0,5.0,0.0
08-02-2020,United States of America,11.0,0.0,0.0
08-02-2020,United Arab Emirates,5.0,0.0,0.0
08-02-2020,United Kingdom,9.0,0.0,0.0
08-02-2020,Vietnam,10.0,1.0,0.0
08-02-2020,Global Total,34397.0,2011.0,719.0
09-02-2020,Australia,15.0,2.0,0.0
09-02-2020,Belgium,1.0,0.0,0.0
09-02-2020,Cambodia,1.0,0.0,0.0
09-02-2020,Canada,7.0,0.0,0.0
09-02-2020,China,36814.0,2596.0,805.0
09-02-2020,Diamond Princess,61.0,0.0,0.0
09-02-2020,Finland,1.0,0.0,0.0
09-02-2020,France,11.0,0.0,0.0
09-02-2020,Germany,13.0,0.0,0.0
09-02-2020,India,3.0,0.0,0.0
09-02-2020,Italy,3.0,0.0,0.0
09-02-2020,Japan,25.0,1.0,0.0
09-02-2020,South Korea,24.0,1.0,0.0
09-02-2020,Malaysia,16.0,1.0,0.0
09-02-2020,Nepal,1.0,0.0,0.0
09-02-2020,Philippines,3.0,0.0,1.0
09-02-2020,Russia,2.0,0.0,0.0
09-02-2020,Singapore,33.0,2.0,0.0
09-02-2020,Spain,1.0,0.0,0.0
09-02-2020,Sri Lanka,1.0,1.0,0.0
09-02-2020,Sweden,1.0,0.0,0.0
09-02-2020,Taiwan,17.0,1.0,0.0
09-02-2020,Thailand,32.0,10.0,0.0
09-02-2020,United States of America,11.0,0.0,0.0
09-02-2020,United Arab Emirates,7.0,0.0,0.0
09-02-2020,United Kingdom,13.0,0.0,0.0
09-02-2020,Vietnam,13.0,1.0,0.0
09-02-2020,Global Total,37130.0,2616.0,806.0
10-02-2020,Australia,15.0,2.0,0.0
10-02-2020,Belgium,1.0,0.0,0.0
10-02-2020,Cambodia,1.0,0.0,0.0
10-02-2020,Canada,7.0,0.0,0.0
10-02-2020,China,39829.0,3219.0,905.0
10-02-2020,Diamond Princess,64.0,0.0,0.0
10-02-2020,Finland,1.0,0.0,0.0
10-02-2020,France,11.0,0.0,0.0
10-02-2020,Germany,14.0,0.0,0.0
10-02-2020,India,3.0,0.0,0.0
10-02-2020,Italy,3.0,0.0,0.0
10-02-2020,Japan,26.0,1.0,0.0
10-02-2020,South Korea,25.0,3.0,0.0
10-02-2020,Malaysia,16.0,1.0,0.0
10-02-2020,Nepal,1.0,0.0,0.0
10-02-2020,Philippines,3.0,0.0,1.0
10-02-2020,Russia,2.0,0.0,0.0
10-02-2020,Singapore,40.0,2.0,0.0
10-02-2020,Spain,2.0,0.0,0.0
10-02-2020,Sri Lanka,1.0,1.0,0.0
10-02-2020,Sweden,1.0,0.0,0.0
10-02-2020,Taiwan,18.0,1.0,0.0
10-02-2020,Thailand,32.0,10.0,0.0
10-02-2020,United States of America,11.0,3.0,0.0
10-02-2020,United Arab Emirates,7.0,0.0,0.0
10-02-2020,United Kingdom,14.0,0.0,0.0
10-02-2020,Vietnam,13.0,1.0,0.0
10-02-2020,Global Total,40161.0,3244.0,906.0
11-02-2020,Australia,15.0,2.0,0.0
11-02-2020,Belgium,1.0,0.0,0.0
11-02-2020,Cambodia,1.0,0.0,0.0
11-02-2020,Canada,7.0,0.0,0.0
11-02-2020,China,42354.0,3918.0,1012.0
11-02-2020,Diamond Princess,135.0,0.0,0.0
11-02-2020,Finland,1.0,0.0,0.0
11-02-2020,France,11.0,0.0,0.0
11-02-2020,Germany,14.0,0.0,0.0
11-02-2020,India,3.0,0.0,0.0
11-02-2020,Italy,3.0,0.0,0.0
11-02-2020,Japan,26.0,4.0,0.0
11-02-2020,South Korea,27.0,3.0,0.0
11-02-2020,Malaysia,18.0,1.0,0.0
11-02-2020,Nepal,1.0,0.0,0.0
11-02-2020,Philippines,3.0,0.0,1.0
11-02-2020,Russia,2.0,0.0,0.0
11-02-2020,Singapore,45.0,2.0,0.0
11-02-2020,Spain,2.0,0.0,0.0
11-02-2020,Sri Lanka,1.0,1.0,0.0
11-02-2020,Sweden,1.0,0.0,0.0
11-02-2020,Taiwan,18.0,1.0,0.0
11-02-2020,Thailand,32.0,10.0,0.0
11-02-2020,United States of America,11.0,3.0,0.0
11-02-2020,United Arab Emirates,8.0,0.0,0.0
11-02-2020,United Kingdom,14.0,0.0,0.0
11-02-2020,Vietnam,14.0,1.0,0.0
11-02-2020,Global Total,42768.0,3946.0,1013.0
12-02-2020,Australia,15.0,2.0,0.0
12-02-2020,Belgium,1.0,0.0,0.0
12-02-2020,Cambodia,1.0,0.0,0.0
12-02-2020,Canada,7.0,0.0,0.0
12-02-2020,China,44386.0,4636.0,1112.0
12-02-2020,Diamond Princess,135.0,0.0,0.0
12-02-2020,Finland,1.0,0.0,0.0
12-02-2020,France,11.0,0.0,0.0
12-02-2020,Germany,16.0,0.0,0.0
12-02-2020,India,3.0,0.0,0.0
12-02-2020,Italy,3.0,0.0,0.0
12-02-2020,Japan,26.0,9.0,0.0
12-02-2020,South Korea,28.0,3.0,0.0
12-02-2020,Malaysia,18.0,3.0,0.0
12-02-2020,Nepal,1.0,0.0,0.0
12-02-2020,Philippines,3.0,0.0,1.0
12-02-2020,Russia,2.0,0.0,0.0
12-02-2020,Singapore,47.0,9.0,0.0
12-02-2020,Spain,2.0,0.0,0.0
12-02-2020,Sri Lanka,1.0,1.0,0.0
12-02-2020,Sweden,1.0,0.0,0.0
12-02-2020,Taiwan,18.0,1.0,0.0
12-02-2020,Thailand,33.0,10.0,0.0
12-02-2020,United States of America,12.0,3.0,0.0
12-02-2020,United Arab Emirates,8.0,0.0,0.0
12-02-2020,United Kingdom,15.0,0.0,0.0
12-02-2020,Vietnam,15.0,6.0,0.0
12-02-2020,Global Total,44809.0,4683.0,1113.0
13-02-2020,Australia,15.0,2.0,0.0
13-02-2020,Belgium,1.0,0.0,0.0
13-02-2020,Cambodia,1.0,1.0,0.0
13-02-2020,Canada,7.0,1.0,0.0
13-02-2020,China,44759.0,5082.0,1117.0
13-02-2020,Diamond Princess,175.0,0.0,0.0
13-02-2020,Finland,1.0,1.0,0.0
13-02-2020,France,11.0,2.0,0.0
13-02-2020,Germany,16.0,0.0,0.0
13-02-2020,India,3.0,0.0,0.0
13-02-2020,Italy,3.0,0.0,0.0
13-02-2020,Japan,28.0,9.0,0.0
13-02-2020,South Korea,28.0,7.0,0.0
13-02-2020,Malaysia,18.0,3.0,0.0
13-02-2020,Nepal,1.0,1.0,0.0
13-02-2020,Philippines,3.0,1.0,1.0
13-02-2020,Russia,2.0,2.0,0.0
13-02-2020,Singapore,50.0,15.0,0.0
13-02-2020,Spain,2.0,0.0,0.0
13-02-2020,Sri Lanka,1.0,1.0,0.0
13-02-2020,Sweden,1.0,0.0,0.0
13-02-2020,Taiwan,18.0,1.0,0.0
13-02-2020,Thailand,33.0,10.0,0.0
13-02-2020,United States of America,12.0,3.0,0.0
13-02-2020,United Arab Emirates,8.0,1.0,0.0
13-02-2020,United Kingdom,16.0,1.0,0.0
13-02-2020,Vietnam,15.0,6.0,0.0
13-02-2020,Global Total,45228.0,5150.0,1118.0
14-02-2020,Australia,15.0,8.0,0.0
14-02-2020,Belgium,1.0,0.0,0.0
14-02-2020,Cambodia,1.0,1.0,0.0
14-02-2020,Canada,7.0,1.0,0.0
14-02-2020,China,59895.0,6217.0,1369.0
14-02-2020,Diamond Princess,175.0,0.0,0.0
14-02-2020,Finland,1.0,1.0,0.0
14-02-2020,France,11.0,2.0,0.0
14-02-2020,Germany,16.0,1.0,0.0
14-02-2020,India,3.0,0.0,0.0
14-02-2020,Italy,3.0,0.0,0.0
14-02-2020,Japan,28.0,9.0,1.0
14-02-2020,South Korea,28.0,7.0,0.0
14-02-2020,Malaysia,19.0,3.0,0.0
14-02-2020,Nepal,1.0,1.0,0.0
14-02-2020,Philippines,3.0,1.0,1.0
14-02-2020,Russia,2.0,2.0,0.0
14-02-2020,Singapore,58.0,15.0,0.0
14-02-2020,Spain,2.0,0.0,0.0
14-02-2020,Sri Lanka,1.0,1.0,0.0
14-02-2020,Sweden,1.0,0.0,0.0
14-02-2020,Taiwan,18.0,1.0,0.0
14-02-2020,Thailand,33.0,12.0,0.0
14-02-2020,United States of America,13.0,3.0,0.0
14-02-2020,United Arab Emirates,8.0,1.0,0.0
14-02-2020,United Kingdom,17.0,1.0,0.0
14-02-2020,Vietnam,16.0,7.0,0.0
14-02-2020,Global Total,60376.0,6295.0,1371.0
15-02-2020,Australia,15.0,8.0,0.0
15-02-2020,Belgium,1.0,0.0,0.0
15-02-2020,Cambodia,1.0,1.0,0.0
15-02-2020,Canada,7.0,1.0,0.0
15-02-2020,China,66358.0,7977.0,1521.0
15-02-2020,Diamond Princess,218.0,0.0,0.0
15-02-2020,Egypt,1.0,0.0,0.0
15-02-2020,Finland,1.0,1.0,0.0
15-02-2020,France,11.0,2.0,0.0
15-02-2020,Germany,16.0,1.0,0.0
15-02-2020,India,3.0,0.0,0.0
15-02-2020,Italy,3.0,0.0,0.0
15-02-2020,Japan,29.0,9.0,1.0
15-02-2020,South Korea,28.0,7.0,0.0
15-02-2020,Malaysia,19.0,3.0,0.0
15-02-2020,Nepal,1.0,1.0,0.0
15-02-2020,Philippines,3.0,1.0,1.0
15-02-2020,Russia,2.0,2.0,0.0
15-02-2020,Singapore,67.0,17.0,0.0
15-02-2020,Spain,2.0,0.0,0.0
15-02-2020,Sri Lanka,1.0,1.0,0.0
15-02-2020,Sweden,1.0,0.0,0.0
15-02-2020,Taiwan,18.0,2.0,0.0
15-02-2020,Thailand,33.0,12.0,0.0
15-02-2020,United States of America,13.0,3.0,0.0
15-02-2020,United Arab Emirates,8.0,1.0,0.0
15-02-2020,United Kingdom,18.0,1.0,0.0
15-02-2020,Vietnam,16.0,7.0,0.0
15-02-2020,Global Total,66894.0,8058.0,1523.0
16-02-2020,Australia,15.0,8.0,0.0
16-02-2020,Belgium,1.0,0.0,0.0
16-02-2020,Cambodia,1.0,1.0,0.0
16-02-2020,Canada,7.0,1.0,0.0
16-02-2020,China,68413.0,9298.0,1663.0
16-02-2020,Diamond Princess,285.0,0.0,0.0
16-02-2020,Egypt,1.0,0.0,0.0
16-02-2020,Finland,1.0,1.0,0.0
16-02-2020,France,12.0,4.0,1.0
16-02-2020,Germany,16.0,1.0,0.0
16-02-2020,India,3.0,0.0,0.0
16-02-2020,Italy,3.0,0.0,0.0
16-02-2020,Japan,43.0,12.0,1.0
16-02-2020,South Korea,28.0,9.0,0.0
16-02-2020,Malaysia,22.0,7.0,0.0
16-02-2020,Nepal,1.0,1.0,0.0
16-02-2020,Philippines,3.0,1.0,1.0
16-02-2020,Russia,2.0,2.0,0.0
16-02-2020,Singapore,72.0,18.0,0.0
16-02-2020,Spain,2.0,2.0,0.0
16-02-2020,Sri Lanka,1.0,1.0,0.0
16-02-2020,Sweden,1.0,0.0,0.0
16-02-2020,Taiwan,18.0,2.0,0.0
16-02-2020,Thailand,33.0,12.0,0.0
16-02-2020,United States of America,13.0,3.0,0.0
16-02-2020,United Arab Emirates,8.0,3.0,0.0
16-02-2020,United Kingdom,18.0,1.0,0.0
16-02-2020,Vietnam,16.0,7.0,0.0
16-02-2020,Global Total,69039.0,9395.0,1666.0
17-02-2020,Australia,15.0,8.0,0.0
17-02-2020,Belgium,1.0,0.0,0.0
17-02-2020,Cambodia,1.0,1.0,0.0
17-02-2020,Canada,7.0,1.0,0.0
17-02-2020,China,70513.0,10755.0,1766.0
17-02-2020,Diamond Princess,355.0,0.0,0.0
17-02-2020,Egypt,1.0,0.0,0.0
17-02-2020,Finland,1.0,1.0,0.0
17-02-2020,France,12.0,4.0,1.0
17-02-2020,Germany,16.0,1.0,0.0
17-02-2020,India,3.0,3.0,0.0
17-02-2020,Italy,3.0,0.0,0.0
17-02-2020,Japan,59.0,12.0,1.0
17-02-2020,South Korea,29.0,9.0,0.0
17-02-2020,Malaysia,22.0,7.0,0.0
17-02-2020,Nepal,1.0,1.0,0.0
17-02-2020,Philippines,3.0,1.0,1.0
17-02-2020,Russia,2.0,2.0,0.0
